Order_ID,Order_Date,Dispatch_Date,Estimated_Delivery,Actual_Delivery,Delivery_Status,Region,City,Parent_Company,Category,Brand,Product,Number_of_Boxes,Total_Weight_KG,Order_Value_SAR,Delivery_Carrier,Payment_Method,Customer_Type,Days_Late,On_Time,City_Latitude,City_Longitude,Region_Latitude,Region_Longitude,Carrier Latitude,Carrier Longitude,Carrier_Latitude_old,Carrier_Longitude_old
ORD2053,11/09/2024,12/09/2024,16/09/2024,16/09/2024,Delivered,Makkah,Makkah,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,19,54.28,1139.84,Aramex,Credit Card,School,0,True,21.3891,39.8579,21.3891,39.8579,21.3891,39.8579,24.7838,46.6312
ORD2054,10/08/2024,11/08/2024,14/08/2024,14/08/2024,Delivered,Northern Borders,Al Uwayqilah,PepsiCo,Beverages,7Up,7Up 1L Bottle,11,47.9,873.52,Aramex,Bank Transfer,Restaurant,0,True,29.7481,41.2831,30.9753,41.0381,30,41,24.7838,46.6312
ORD2055,14/07/2024,15/07/2024,16/07/2024,16/07/2024,Delivered,Makkah,Al Qunfudhah,Almarai,Dairy,Lusine,Lusine Cheese 200g,6,22.73,1054.2,Naqel,Credit Card,Supermarket,0,True,19.1254,41.078,21.3891,39.8579,21.3905,39.8555,24.6531,46.7141
ORD2056,06/01/2025,08/01/2025,11/01/2025,11/01/2025,Delivered,Jazan,Abu Arish,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,12,38.97,1410.87,DHL,Bank Transfer,Hospital,0,True,16.9689,42.8326,16.8892,42.5703,16.8905,42.5715,24.7292,46.6443
ORD2057,25/07/2024,25/07/2024,28/07/2024,28/07/2024,Delivered,Makkah,Jeddah,Almarai,Juices,Almarai,Almarai Apple 1.5L,20,99.61,1003.82,Aramex,Credit Card,Retail,0,True,21.4858,39.1925,21.3891,39.8579,21.3891,39.8579,24.7838,46.6312
ORD2058,10/01/2025,10/01/2025,11/01/2025,11/01/2025,Delivered,Jazan,Abu Arish,Almarai,Dairy,Almarai,Almarai Milk 1L,6,14.91,1089.45,Naqel,Credit Card,Supermarket,0,True,16.9689,42.8326,16.8892,42.5703,16.8912,42.5685,24.6531,46.7141
ORD2059,26/05/2023,28/05/2023,29/05/2023,29/05/2023,Delivered,Asir,Bisha,Nestlé,Beverages,Milo,Milo 400g,12,31.27,1674.12,DHL,Credit Card,Retail,0,True,19.9874,42.5891,18.2164,42.5053,18.217,42.507,24.7292,46.6443
ORD2060,18/08/2024,18/08/2024,19/08/2024,19/08/2024,Delivered,Jazan,Al Dayer,Almarai,Juices,Almarai,Almarai Apple 1.5L,19,91.37,3512.72,Fetchr,Cash on Delivery,School,0,True,17.3113,43.1267,16.8892,42.5703,16.8882,42.569,24.7961,46.6753
ORD2061,09/10/2023,10/10/2023,13/10/2023,13/10/2023,Delivered,Al Bahah,Al Mandaq,Unilever,Personal Care,Dove,Dove Soap 90g,9,38.75,453.57,Naqel,Corporate Account,Restaurant,0,True,20.1233,41.2806,20.0129,41.4677,20.014,41.467,24.6531,46.7141
ORD2062,21/10/2023,23/10/2023,27/10/2023,27/10/2023,Delivered,Najran,Badr Al Janub,Procter & Gamble,Personal Care,Gillette,Gillette Razor,18,54.92,3537.03,Aramex,Corporate Account,Restaurant,0,True,17.9222,43.6611,17.565,44.2289,26.4207,50.0888,24.7838,46.6312
ORD2063,07/01/2025,08/01/2025,10/01/2025,10/01/2025,Delivered,Northern Borders,Turaif,Unilever,Food,Lipton,Lipton Yellow Label 100g,16,31.69,2330.54,DHL,Cash on Delivery,Hospital,0,True,31.6725,38.663,30.9753,41.0381,30.002,41.0015,24.7292,46.6443
ORD2064,19/10/2023,21/10/2023,23/10/2023,23/10/2023,Delivered,Hail,Baqa,Unilever,Personal Care,Lux,Lux Body Wash,3,5.26,599.69,Fetchr,Bank Transfer,Hospital,0,True,26.3256,43.4885,27.5114,41.7208,27.5135,41.72,24.7961,46.6753
ORD2065,22/09/2024,24/09/2024,27/09/2024,27/09/2024,Delivered,Jazan,Sabya,Unilever,Food,Lipton,Lipton Yellow Label 100g,17,72.27,2247.11,Naqel,Cash on Delivery,Restaurant,0,True,17.15,42.6167,16.8892,42.5703,16.8912,42.5685,24.6531,46.7141
ORD2066,29/09/2024,29/09/2024,02/10/2024,02/10/2024,Delivered,Al Bahah,Al Bahah,PepsiCo,Snacks,Lays,Lays Classic 40g,9,27.08,642.6,Fetchr,Bank Transfer,Retail,0,True,20.0129,41.4677,20.0129,41.4677,20.015,41.4685,24.7961,46.6753
ORD2067,14/04/2023,15/04/2023,16/04/2023,16/04/2023,Delivered,Jazan,Samtah,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,6,21.58,404.02,Naqel,Cash on Delivery,Supermarket,0,True,16.5989,42.9443,16.8892,42.5703,16.8912,42.5685,24.6531,46.7141
ORD2068,16/03/2024,18/03/2024,19/03/2024,19/03/2024,Delivered,Tabuk,Duba,Unilever,Personal Care,Lux,Lux Body Wash,15,60.78,2635.91,Aramex,Bank Transfer,Retail,0,True,27.351,35.6852,28.3838,36.555,28.3838,36.555,24.7838,46.6312
ORD2069,23/06/2023,24/06/2023,26/06/2023,26/06/2023,Delivered,Madinah,Mahd Al Thahab,Nestlé,Beverages,Milo,Milo 400g,1,1.69,145.89,Aramex,Credit Card,School,0,True,23.4936,40.8687,24.5247,39.5692,24.5247,39.5692,24.7838,46.6312
ORD2070,12/05/2024,14/05/2024,18/05/2024,18/05/2024,Delivered,Madinah,Mahd Al Thahab,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,6,29.89,509.53,Fetchr,Cash on Delivery,Restaurant,0,True,23.4936,40.8687,24.5247,39.5692,24.523,39.5678,24.7961,46.6753
ORD2071,15/03/2024,17/03/2024,18/03/2024,18/03/2024,Delivered,Asir,Sarat Abidah,Unilever,Personal Care,Lux,Lux Body Wash,7,19.79,1368.28,Saudi Post,Bank Transfer,Supermarket,0,True,18.0677,43.1499,18.2164,42.5053,20.0394,42.2969,24.774265,46.738586
ORD2072,24/01/2024,26/01/2024,28/01/2024,28/01/2024,Delivered,Najran,Sharurah,Almarai,Juices,Almarai,Almarai Mango 1.5L,13,32.76,2478.67,Saudi Post,Cash on Delivery,Retail,0,True,17.4753,47.1216,17.565,44.2289,26.42,50.1,24.774265,46.738586
ORD2073,01/09/2023,01/09/2023,03/09/2023,03/09/2023,Delivered,Jazan,Abu Arish,Almarai,Juices,Almarai,Almarai Mango 1.5L,9,29.22,1407.37,Aramex,Bank Transfer,Restaurant,0,True,16.9689,42.8326,16.8892,42.5703,16.8892,42.5708,24.7838,46.6312
ORD2074,24/01/2024,26/01/2024,27/01/2024,27/01/2024,Delivered,Najran,Sharurah,Nestlé,Dairy,Nido,Nido 900g,12,20.19,1194.9,Fetchr,Cash on Delivery,Supermarket,0,True,17.4753,47.1216,17.565,44.2289,26.392,50.086,24.7961,46.6753
ORD2075,24/02/2025,25/02/2025,01/03/2025,01/03/2025,Delivered,Najran,Najran,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,7,33.62,696.57,Saudi Post,Corporate Account,School,0,True,17.565,44.2289,17.565,44.2289,26.42,50.1,24.774265,46.738586
ORD2076,23/12/2024,25/12/2024,28/12/2024,28/12/2024,Delivered,Northern Borders,Rafha,Nestlé,Beverages,Milo,Milo 400g,10,37.95,1968.64,Naqel,Credit Card,Restaurant,0,True,29.6204,43.4933,30.9753,41.0381,30.003,41.0005,24.6531,46.7141
ORD2077,21/05/2023,21/05/2023,24/05/2023,24/05/2023,Delivered,Riyadh,Al Majmaah,Almarai,Dairy,Almarai,Almarai Milk 1L,19,48.15,2611.63,DHL,Bank Transfer,School,0,True,25.9121,45.3488,24.7136,46.6753,24.7599,46.6739,24.7292,46.6443
ORD2078,24/07/2024,25/07/2024,27/07/2024,27/07/2024,Delivered,Tabuk,Al Wajh,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,19,50.87,3444.74,Saudi Post,Bank Transfer,Restaurant,0,True,26.2442,36.452,28.3838,36.555,28.388,36.561,24.774265,46.738586
ORD2079,20/03/2024,21/03/2024,22/03/2024,22/03/2024,Delivered,Madinah,Mahd Al Thahab,PepsiCo,Snacks,Lays,Lays Classic 40g,6,20.59,461.3,Fetchr,Cash on Delivery,Restaurant,0,True,23.4936,40.8687,24.5247,39.5692,24.523,39.5678,24.7961,46.6753
ORD2080,02/03/2023,03/03/2023,07/03/2023,11/03/2023,Partially Delivered,Makkah,Jeddah,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,2,8.77,141.92,Aramex,Corporate Account,Supermarket,4,False,21.4858,39.1925,21.3891,39.8579,21.3891,39.8579,24.7838,46.6312
ORD2081,27/03/2025,29/03/2025,31/03/2025,31/03/2025,Delivered,Qassim,Unaizah,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,17,60.78,979.16,Saudi Post,Bank Transfer,Hospital,0,True,26.0889,43.9919,26.3259,43.974,26.329,43.9715,24.774265,46.738586
ORD2082,01/08/2023,02/08/2023,05/08/2023,05/08/2023,Delivered,Riyadh,Al Majmaah,Unilever,Food,Lipton,Lipton Yellow Label 100g,15,31.24,2795.47,Aramex,Corporate Account,Restaurant,0,True,25.9121,45.3488,24.7136,46.6753,24.7418,46.65,24.7838,46.6312
ORD2083,30/09/2024,01/10/2024,03/10/2024,03/10/2024,Delivered,Jazan,Jazan,Almarai,Dairy,Almarai,Almarai Milk 1L,18,35.85,2392.97,Fetchr,Bank Transfer,Hospital,0,True,16.8892,42.5703,16.8892,42.5703,16.8882,42.569,24.7961,46.6753
ORD2084,09/03/2023,11/03/2023,14/03/2023,14/03/2023,Delivered,Northern Borders,Al Uwayqilah,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,10,27.16,1927.13,Fetchr,Bank Transfer,Restaurant,0,True,29.7481,41.2831,30.9753,41.0381,30.001,41.002,24.7961,46.6753
ORD2085,12/04/2025,14/04/2025,17/04/2025,17/04/2025,Delivered,Qassim,Al Mithnab,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,18,32.27,3059.14,Saudi Post,Cash on Delivery,Hospital,0,True,25.8603,44.2221,26.3259,43.974,26.329,43.9715,24.774265,46.738586
ORD2086,20/03/2023,22/03/2023,23/03/2023,23/03/2023,Delivered,Al Bahah,Baljurashi,PepsiCo,Snacks,Lays,Lays Classic 40g,10,38.9,869.49,Saudi Post,Bank Transfer,Hospital,0,True,19.8812,41.5581,20.0129,41.4677,20.0172,41.4718,24.774265,46.738586
ORD2087,21/04/2023,21/04/2023,22/04/2023,22/04/2023,Delivered,Riyadh,Al Majmaah,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,9,35.3,842.15,Fetchr,Credit Card,Retail,0,True,25.9121,45.3488,24.7136,46.6753,24.72,46.765,24.7961,46.6753
ORD2088,19/01/2024,19/01/2024,20/01/2024,20/01/2024,Delivered,Riyadh,Al Majmaah,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,8,21.94,1315.28,Naqel,Cash on Delivery,Hospital,0,True,25.9121,45.3488,24.7136,46.6753,24.63,46.84,24.6531,46.7141
ORD2089,08/04/2023,08/04/2023,11/04/2023,11/04/2023,Delivered,Riyadh,Riyadh,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,1,4.01,64.35,DHL,Credit Card,Restaurant,0,True,24.7136,46.6753,24.7136,46.6753,24.7599,46.6739,24.7292,46.6443
ORD2090,16/03/2023,17/03/2023,19/03/2023,19/03/2023,Delivered,Northern Borders,Rafha,Nestlé,Confectionery,Quality,Quality Street Tin,9,24.32,675.65,Fetchr,Bank Transfer,Hospital,0,True,29.6204,43.4933,30.9753,41.0381,30.001,41.002,24.7961,46.6753
ORD2091,08/02/2024,09/02/2024,12/02/2024,12/02/2024,Delivered,Northern Borders,Arar,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,2,8.65,148.91,Saudi Post,Corporate Account,School,0,True,30.9753,41.0381,30.9753,41.0381,30.004,41.001,24.774265,46.738586
ORD2092,28/08/2023,28/08/2023,30/08/2023,30/08/2023,Delivered,Northern Borders,Turaif,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,19,46.28,3277.44,DHL,Cash on Delivery,Restaurant,0,True,31.6725,38.663,30.9753,41.0381,30.002,41.0015,24.7292,46.6443
ORD2093,28/04/2023,28/04/2023,01/05/2023,01/05/2023,Delivered,Jazan,Al Dayer,Nestlé,Confectionery,Quality,Quality Street Tin,15,24.95,2514.24,Fetchr,Bank Transfer,School,0,True,17.3113,43.1267,16.8892,42.5703,16.8882,42.569,24.7961,46.6753
ORD2094,29/10/2023,31/10/2023,04/11/2023,04/11/2023,Delivered,Jazan,Sabya,Unilever,Personal Care,Dove,Dove Soap 90g,2,5.45,384.65,Saudi Post,Corporate Account,Supermarket,0,True,17.15,42.6167,16.8892,42.5703,17.3411,42.5911,24.774265,46.738586
ORD2095,13/09/2024,15/09/2024,19/09/2024,19/09/2024,Delivered,Jazan,Jazan,Unilever,Food,Knorr,Knorr Chicken Cubes,2,8.79,378.64,Aramex,Credit Card,Hospital,0,True,16.8892,42.5703,16.8892,42.5703,16.8892,42.5708,24.7838,46.6312
ORD2096,06/05/2023,06/05/2023,10/05/2023,11/05/2023,Delayed,Makkah,Taif,Unilever,Food,Knorr,Knorr Chicken Cubes,7,30.26,1166.3,DHL,Cash on Delivery,School,1,False,21.4373,40.5127,21.3891,39.8579,21.3912,39.8601,24.7292,46.6443
ORD2097,25/04/2023,26/04/2023,29/04/2023,29/04/2023,Delivered,Riyadh,Dhurma,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,17,82.59,3371.2,Aramex,Corporate Account,Restaurant,0,True,24.4667,46.1167,24.7136,46.6753,24.7418,46.65,24.7838,46.6312
ORD2098,12/04/2025,13/04/2025,14/04/2025,14/04/2025,Delivered,Jazan,Sabya,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,13,41.62,2076.88,Aramex,Corporate Account,Restaurant,0,True,17.15,42.6167,16.8892,42.5703,16.8892,42.5708,24.7838,46.6312
ORD2099,01/05/2025,01/05/2025,03/05/2025,06/05/2025,Delayed,Eastern Province,Khobar,Unilever,Food,Lipton,Lipton Yellow Label 100g,18,64.54,3297.26,Naqel,Bank Transfer,Retail,3,False,26.2794,50.2083,26.4207,50.0888,17.51,44.14,24.6531,46.7141
ORD2100,25/02/2024,25/02/2024,29/02/2024,29/02/2024,Delivered,Najran,Najran,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,3,11.13,233.14,Fetchr,Credit Card,Hospital,0,True,17.565,44.2289,17.565,44.2289,26.392,50.086,24.7961,46.6753
ORD2101,13/12/2024,15/12/2024,18/12/2024,18/12/2024,Delivered,Makkah,Makkah,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,2,7.23,339.82,Saudi Post,Cash on Delivery,Hospital,0,True,21.3891,39.8579,21.3891,39.8579,21.392,39.858,24.774265,46.738586
ORD2102,12/02/2025,14/02/2025,18/02/2025,18/02/2025,Delivered,Riyadh,Al Kharj,Almarai,Juices,Almarai,Almarai Mango 1.5L,6,22.42,586.16,Aramex,Bank Transfer,Restaurant,0,True,24.1556,47.312,24.7136,46.6753,24.7418,46.65,24.7838,46.6312
ORD2103,26/06/2024,27/06/2024,28/06/2024,28/06/2024,Delivered,Hail,Al Ghazalah,Nestlé,Dairy,Nido,Nido 900g,12,50.97,1130.2,Saudi Post,Bank Transfer,Restaurant,0,True,26.5478,41.4015,27.5114,41.7208,27.5155,41.723,24.774265,46.738586
ORD2104,20/03/2023,20/03/2023,24/03/2023,24/03/2023,Delivered,Eastern Province,Hafr Al Batin,PepsiCo,Snacks,Lays,Lays Classic 40g,10,17.35,1290.68,Fetchr,Corporate Account,Hospital,0,True,28.4384,45.96,26.4207,50.0888,17.5025,44.135,24.7961,46.6753
ORD2105,23/06/2024,25/06/2024,27/06/2024,27/06/2024,Delivered,Riyadh,Dhurma,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,3,9.3,390.14,Aramex,Credit Card,Hospital,0,True,24.4667,46.1167,24.7136,46.6753,24.7418,46.65,24.7838,46.6312
ORD2106,08/09/2024,08/09/2024,10/09/2024,10/09/2024,Delivered,Qassim,Al Mithnab,Almarai,Dairy,Almarai,Almarai Milk 1L,7,12.76,707.9,Aramex,Corporate Account,Retail,0,True,25.8603,44.2221,26.3259,43.974,26.3256,43.974,24.7838,46.6312
ORD2107,29/12/2023,29/12/2023,30/12/2023,30/12/2023,Delivered,Qassim,Al Mithnab,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,10,33.5,1134.99,Naqel,Corporate Account,Restaurant,0,True,25.8603,44.2221,26.3259,43.974,26.3282,43.9752,24.6531,46.7141
ORD2108,11/09/2023,12/09/2023,15/09/2023,15/09/2023,Delivered,Riyadh,Al Kharj,Nestlé,Dairy,Nido,Nido 900g,10,15.94,1741.79,DHL,Bank Transfer,Hospital,0,True,24.1556,47.312,24.7136,46.6753,24.7599,46.6739,24.7292,46.6443
ORD2109,12/05/2024,13/05/2024,14/05/2024,14/05/2024,Delivered,Eastern Province,Hafr Al Batin,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,3,13.99,230.47,Naqel,Cash on Delivery,Restaurant,0,True,28.4384,45.96,26.4207,50.0888,17.51,44.14,24.6531,46.7141
ORD2110,26/02/2023,27/02/2023,01/03/2023,01/03/2023,Delivered,Asir,Abha,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,16,30.26,2078.1,DHL,Corporate Account,Restaurant,0,True,18.2164,42.5053,18.2164,42.5053,18.217,42.507,24.7292,46.6443
ORD2111,13/06/2023,13/06/2023,14/06/2023,14/06/2023,Delivered,Makkah,Al Qunfudhah,Unilever,Food,Knorr,Knorr Chicken Cubes,3,5.23,506.32,Fetchr,Corporate Account,Restaurant,0,True,19.1254,41.078,21.3891,39.8579,21.3882,39.8595,24.7961,46.6753
ORD2112,30/01/2023,30/01/2023,02/02/2023,02/02/2023,Delivered,Northern Borders,Arar,Almarai,Dairy,Almarai,Almarai Milk 1L,17,36.39,2964.57,Saudi Post,Cash on Delivery,School,0,True,30.9753,41.0381,30.9753,41.0381,30.004,41.001,24.774265,46.738586
ORD2113,18/08/2023,18/08/2023,19/08/2023,19/08/2023,Delivered,Asir,Khamis Mushait,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,8,14.52,1339.82,Saudi Post,Corporate Account,Supermarket,0,True,18.3064,42.7296,18.2164,42.5053,20.0394,42.2969,24.774265,46.738586
ORD2114,15/12/2024,17/12/2024,19/12/2024,19/12/2024,Delivered,Jazan,Samtah,Almarai,Dairy,Lusine,Lusine Cheese 200g,6,23.66,1139.61,DHL,Credit Card,Hospital,0,True,16.5989,42.9443,16.8892,42.5703,16.8905,42.5715,24.7292,46.6443
ORD2115,14/09/2023,15/09/2023,18/09/2023,18/09/2023,Delivered,Asir,Sarat Abidah,Unilever,Food,Lipton,Lipton Yellow Label 100g,12,41.08,1518.13,DHL,Corporate Account,Supermarket,0,True,18.0677,43.1499,18.2164,42.5053,18.217,42.507,24.7292,46.6443
ORD2116,04/01/2024,06/01/2024,10/01/2024,10/01/2024,Delivered,Madinah,Badr,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,9,40.91,1425.67,Naqel,Cash on Delivery,Supermarket,0,True,23.7829,38.7906,24.5247,39.5692,24.5222,39.5665,24.6531,46.7141
ORD2117,26/09/2024,26/09/2024,27/09/2024,27/09/2024,Delivered,Madinah,Mahd Al Thahab,PepsiCo,Beverages,7Up,7Up 1L Bottle,10,18.51,1156.97,DHL,Credit Card,Hospital,0,True,23.4936,40.8687,24.5247,39.5692,24.5252,39.5685,24.7292,46.6443
ORD2118,29/09/2024,30/09/2024,04/10/2024,04/10/2024,Delivered,Madinah,Yanbu,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,4,18.98,336.81,Aramex,Cash on Delivery,Supermarket,0,True,24.0899,38.0637,24.5247,39.5692,24.5247,39.5692,24.7838,46.6312
ORD2119,12/09/2023,12/09/2023,16/09/2023,16/09/2023,Delivered,Madinah,Al Ula,Nestlé,Beverages,Milo,Milo 400g,5,14,594.03,Aramex,Corporate Account,Hospital,0,True,26.6189,37.9284,24.5247,39.5692,24.5247,39.5692,24.7838,46.6312
ORD2120,04/12/2023,06/12/2023,10/12/2023,10/12/2023,Delivered,Riyadh,Al Majmaah,Almarai,Dairy,Almarai,Almarai Milk 1L,13,62.6,1119.83,Fetchr,Credit Card,Retail,0,True,25.9121,45.3488,24.7136,46.6753,24.72,46.765,24.7961,46.6753
ORD2121,17/12/2024,19/12/2024,20/12/2024,20/12/2024,Delivered,Hail,Baqa,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,20,70.35,2629.02,Naqel,Bank Transfer,School,0,True,26.3256,43.4885,27.5114,41.7208,27.5145,41.7222,24.6531,46.7141
ORD2122,06/08/2024,07/08/2024,08/08/2024,08/08/2024,Delivered,Najran,Najran,PepsiCo,Snacks,Lays,Lays Classic 40g,18,30.54,1455.79,Naqel,Bank Transfer,Restaurant,0,True,17.565,44.2289,17.565,44.2289,26.471,50.1055,24.6531,46.7141
ORD2123,04/04/2023,06/04/2023,09/04/2023,09/04/2023,Delivered,Riyadh,Riyadh,Unilever,Personal Care,Dove,Dove Soap 90g,16,50.48,1174.93,Naqel,Corporate Account,Supermarket,0,True,24.7136,46.6753,24.7136,46.6753,24.63,46.84,24.6531,46.7141
ORD2124,10/04/2024,11/04/2024,12/04/2024,12/04/2024,Delivered,Riyadh,Al Kharj,PepsiCo,Beverages,7Up,7Up 1L Bottle,3,12.33,457.08,Naqel,Corporate Account,Hospital,0,True,24.1556,47.312,24.7136,46.6753,24.63,46.84,24.6531,46.7141
ORD2125,09/11/2023,09/11/2023,13/11/2023,13/11/2023,Delivered,Riyadh,Dhurma,Unilever,Personal Care,Dove,Dove Soap 90g,19,93.43,2696.83,Fetchr,Bank Transfer,School,0,True,24.4667,46.1167,24.7136,46.6753,24.72,46.765,24.7961,46.6753
ORD2126,10/07/2024,10/07/2024,13/07/2024,13/07/2024,Delivered,Qassim,Al Bukayriyah,Almarai,Dairy,Almarai,Almarai Milk 1L,17,58.8,1408.14,Saudi Post,Credit Card,Supermarket,0,True,26.1444,43.6578,26.3259,43.974,26.329,43.9715,24.774265,46.738586
ORD2127,18/12/2023,20/12/2023,21/12/2023,21/12/2023,Delivered,Madinah,Al Ula,Nestlé,Dairy,Nido,Nido 900g,3,14.22,150.76,Naqel,Bank Transfer,Hospital,0,True,26.6189,37.9284,24.5247,39.5692,24.5222,39.5665,24.6531,46.7141
ORD2128,05/03/2025,07/03/2025,09/03/2025,09/03/2025,Delivered,Najran,Najran,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,18,48.92,2560.57,Saudi Post,Bank Transfer,School,0,True,17.565,44.2289,17.565,44.2289,26.42,50.1,24.774265,46.738586
ORD2129,01/03/2024,01/03/2024,05/03/2024,05/03/2024,Delivered,Tabuk,Umluj,Almarai,Juices,Almarai,Almarai Apple 1.5L,9,34.92,1040.5,Aramex,Corporate Account,Retail,0,True,25.0213,37.2685,28.3838,36.555,28.3838,36.555,24.7838,46.6312
ORD2130,09/03/2024,11/03/2024,13/03/2024,14/03/2024,Partially Delivered,Hail,Al Shinan,Nestlé,Confectionery,Quality,Quality Street Tin,12,18.74,639.54,Fetchr,Corporate Account,School,1,False,27.1667,42.0333,27.5114,41.7208,27.5135,41.72,24.7961,46.6753
ORD2131,31/03/2024,31/03/2024,02/04/2024,02/04/2024,Delivered,Northern Borders,Rafha,Unilever,Personal Care,Dove,Dove Soap 90g,9,22.55,531.01,Aramex,Cash on Delivery,Retail,0,True,29.6204,43.4933,30.9753,41.0381,30,41,24.7838,46.6312
ORD2132,25/03/2023,25/03/2023,26/03/2023,31/03/2023,Cancelled,Al Bahah,Al Aqiq,Procter & Gamble,Personal Care,Gillette,Gillette Razor,15,64.5,1811.96,DHL,Bank Transfer,Hospital,5,False,19.9843,41.6525,20.0129,41.4677,20.0135,41.469,24.7292,46.6443
ORD2133,12/04/2025,13/04/2025,14/04/2025,14/04/2025,Delivered,Najran,Hubuna,Nestlé,Dairy,Nido,Nido 900g,16,40.14,1065.75,Aramex,Corporate Account,School,0,True,17.3,44.1167,17.565,44.2289,26.4207,50.0888,24.7838,46.6312
ORD2134,21/09/2024,22/09/2024,26/09/2024,26/09/2024,Delivered,Jazan,Samtah,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,11,30.74,2117.93,Naqel,Corporate Account,Supermarket,0,True,16.5989,42.9443,16.8892,42.5703,16.8912,42.5685,24.6531,46.7141
ORD2135,06/04/2023,06/04/2023,08/04/2023,15/04/2023,Delayed,Riyadh,Riyadh,Unilever,Food,Knorr,Knorr Chicken Cubes,12,26.74,873.61,Aramex,Bank Transfer,Hospital,7,False,24.7136,46.6753,24.7136,46.6753,24.7418,46.65,24.7838,46.6312
ORD2136,03/03/2025,04/03/2025,05/03/2025,05/03/2025,Delivered,Asir,Bisha,Nestlé,Beverages,Milo,Milo 400g,12,19.05,2003.71,Saudi Post,Bank Transfer,Supermarket,0,True,19.9874,42.5891,18.2164,42.5053,20.0394,42.2969,24.774265,46.738586
ORD2137,02/05/2024,04/05/2024,07/05/2024,07/05/2024,Delivered,Tabuk,Al Wajh,PepsiCo,Beverages,7Up,7Up 1L Bottle,5,12.33,284.42,Saudi Post,Credit Card,Retail,0,True,26.2442,36.452,28.3838,36.555,28.388,36.561,24.774265,46.738586
ORD2138,26/08/2024,27/08/2024,29/08/2024,29/08/2024,Delivered,Qassim,Buraidah,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,12,25.02,2382.95,Aramex,Credit Card,Retail,0,True,26.3259,43.974,26.3259,43.974,26.3256,43.974,24.7838,46.6312
ORD2139,13/05/2024,15/05/2024,16/05/2024,19/05/2024,Cancelled,Riyadh,Al Kharj,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,6,29.95,320.06,Naqel,Corporate Account,Supermarket,3,False,24.1556,47.312,24.7136,46.6753,24.63,46.84,24.6531,46.7141
ORD2140,14/03/2025,16/03/2025,17/03/2025,17/03/2025,Delivered,Asir,Bisha,Unilever,Personal Care,Lux,Lux Body Wash,17,29.12,2936.22,Aramex,Cash on Delivery,School,0,True,19.9874,42.5891,18.2164,42.5053,18.218,42.505,24.7838,46.6312
ORD2141,30/07/2023,30/07/2023,02/08/2023,02/08/2023,Delivered,Tabuk,Umluj,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,6,26.58,1080.83,Naqel,Cash on Delivery,Retail,0,True,25.0213,37.2685,28.3838,36.555,28.3655,36.5432,24.6531,46.7141
ORD2142,29/07/2024,31/07/2024,04/08/2024,04/08/2024,Delivered,Qassim,Unaizah,Procter & Gamble,Personal Care,Gillette,Gillette Razor,10,27.91,923.29,DHL,Corporate Account,Supermarket,0,True,26.0889,43.9919,26.3259,43.974,26.3265,43.9735,24.7292,46.6443
ORD2143,17/08/2023,18/08/2023,20/08/2023,20/08/2023,Delivered,Hail,Sumaira,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,20,98.63,1645.74,DHL,Cash on Delivery,School,0,True,26.5,42.85,27.5114,41.7208,27.5125,41.7212,24.7292,46.6443
ORD2144,28/06/2023,29/06/2023,02/07/2023,02/07/2023,Delivered,Eastern Province,Dammam,Almarai,Juices,Almarai,Almarai Apple 1.5L,19,63.99,2120.2,Aramex,Credit Card,Supermarket,0,True,26.4207,50.0888,26.4207,50.0888,17.4917,44.1324,24.7838,46.6312
