Audit_ID,Audit_Date,Region,City,Parent_Company,Category,Brand,Product,Shelf_Location,System_Stock,Physical_Stock,Expiry_Date,Quality_Status,Planogram_Compliance,Price_Accuracy,Promo_Execution,Variance_Pct
AUD789379,2020-03-12,Najran,Badr Al Janub,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,A2-S3,38,160,2020-05-18,OK,Yes,Correct,Minor Issues,321.05
AUD821521,2021-08-22,Jazan,Al Dayer,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,A3-S5,31,135,2022-08-10,OK,Yes,Correct,Perfect,335.48
AUD986868,2022-09-07,Northern Borders,Arar,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,A1-S5,137,54,2022-10-29,OK,Yes,Correct,Perfect,-60.58
AUD552470,2024-12-07,Eastern Province,Dammam,Unilever,Personal Care,Lux,Lux Body Wash,A3-S2,96,181,2025-05-21,OK,Yes,Correct,Perfect,88.54
AUD577583,2021-03-18,Madinah,Mahd Al Thahab,Unilever,Personal Care,Dove,Dove Soap 90g,A5-S4,35,76,2021-08-31,OK,Yes,Correct,Perfect,117.14
AUD360388,2022-01-08,Northern Borders,Al Khafji,Nestlé,Dairy,Nido,Nido 900g,A2-S5,57,89,2022-03-16,OK,Yes,Correct,Minor Issues,56.14
AUD182872,2021-01-03,Tabuk,Haql,PepsiCo,Beverages,7Up,7Up 1L Bottle,A3-S2,142,152,2021-06-11,OK,Yes,Correct,Not Executed,7.04
AUD683752,2020-12-29,Eastern Province,Jubail,PepsiCo,Beverages,7Up,7Up 1L Bottle,A2-S2,46,131,2021-12-23,OK,Partial,Correct,Minor Issues,184.78
AUD807896,2021-12-29,Eastern Province,Jubail,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,A5-S2,61,104,2022-11-21,OK,Yes,Correct,Perfect,70.49
AUD473369,2024-11-25,Hail,Al Sulaimi,Unilever,Personal Care,Lux,Lux Body Wash,A2-S4,131,24,2024-12-27,OK,No,Correct,Perfect,-81.68
AUD220430,2024-07-27,Hail,Al Makhrouq,Almarai,Juices,Almarai,Almarai Apple 1.5L,A1-S1,128,146,2025-03-30,OK,Partial,Correct,Minor Issues,14.06
AUD994792,2022-07-09,Hail,Al Hazm,Almarai,Dairy,Almarai,Almarai Milk 1L,A6-S2,167,144,2023-02-20,OK,Yes,Correct,Perfect,-13.77
AUD215063,2022-12-14,Najran,Badr Al Janub,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,A5-S5,31,108,2023-07-23,Damaged,Yes,Correct,Perfect,248.39
AUD276539,2021-09-05,Makkah,Al Jumum,Almarai,Juices,Almarai,Almarai Mango 1.5L,A3-S4,96,32,2022-03-14,OK,Yes,Correct,Perfect,-66.67
AUD352257,2021-06-02,Northern Borders,Turaif,Almarai,Juices,Almarai,Almarai Apple 1.5L,A6-S1,188,47,2021-09-27,OK,Yes,Correct,Perfect,-75.0
AUD767086,2022-07-22,Hail,Al Ghazalah,Nestlé,Beverages,Milo,Milo 400g,A3-S2,133,194,2023-06-02,OK,Yes,Correct,Perfect,45.86
AUD424066,2022-08-16,Eastern Province,Khobar,Nestlé,Confectionery,KitKat,KitKat 4-finger,A1-S2,125,25,2023-01-19,OK,Yes,Correct,Perfect,-80.0
AUD611756,2020-06-27,Jazan,Al Aradah,Unilever,Personal Care,Lux,Lux Body Wash,A1-S3,186,17,2021-01-03,OK,Yes,Correct,Perfect,-90.86
AUD119461,2022-12-23,Hail,Al Makhrouq,Almarai,Juices,Almarai,Almarai Mango 1.5L,A1-S4,54,37,2023-08-17,OK,Yes,Correct,Perfect,-31.48
AUD171183,2023-12-31,Najran,Thar,Almarai,Dairy,Lusine,Lusine Cheese 200g,A1-S4,74,95,2024-02-23,OK,Partial,Correct,Perfect,28.38
AUD807837,2024-11-28,Northern Borders,Al Khafji,Unilever,Food,Lipton,Lipton Yellow Label 100g,A4-S3,162,68,2025-03-12,OK,Yes,Correct,Perfect,-58.02
AUD204618,2020-03-06,Qassim,Unaizah,Unilever,Personal Care,Dove,Dove Soap 90g,A3-S5,29,136,2020-06-25,OK,Yes,Correct,Minor Issues,368.97
AUD597987,2020-11-25,Eastern Province,Khobar,Almarai,Juices,Almarai,Almarai Apple 1.5L,A2-S1,79,58,2021-08-15,OK,Partial,Correct,Perfect,-26.58
AUD319272,2020-07-28,Madinah,Khaybar,Unilever,Food,Knorr,Knorr Chicken Cubes,A5-S3,147,160,2020-12-07,OK,Yes,Correct,Perfect,8.84
AUD485945,2022-07-11,Eastern Province,Dammam,Almarai,Dairy,Almarai,Almarai Milk 1L,A4-S2,142,133,2023-04-16,OK,No,Correct,Perfect,-6.34
AUD296220,2023-02-11,Madinah,Badr,Unilever,Personal Care,Lux,Lux Body Wash,A2-S3,150,130,2023-12-21,OK,Yes,Correct,Perfect,-13.33
AUD571720,2024-03-21,Al Bahah,Qilwah,Unilever,Food,Knorr,Knorr Chicken Cubes,A4-S1,166,122,2024-05-11,Near Expiry,Yes,Correct,Perfect,-26.51
AUD305213,2021-09-04,Northern Borders,Al Uwayqilah,Almarai,Dairy,Lusine,Lusine Cheese 200g,A6-S5,87,40,2022-06-03,OK,Yes,Correct,Perfect,-54.02
AUD318682,2022-02-11,Makkah,Al Jumum,Nestlé,Dairy,Nido,Nido 900g,A6-S2,184,78,2022-10-24,OK,Yes,Correct,Minor Issues,-57.61
AUD700588,2024-12-20,Najran,Yadamah,Unilever,Food,Knorr,Knorr Chicken Cubes,A4-S1,111,46,2025-07-25,OK,Yes,Correct,Perfect,-58.56
AUD411942,2024-11-21,Al Bahah,Al Qara,PepsiCo,Beverages,7Up,7Up 1L Bottle,A6-S4,88,64,2025-10-02,OK,Yes,Correct,Perfect,-27.27
AUD397817,2021-04-28,Riyadh,Al Majmaah,PepsiCo,Beverages,7Up,7Up 1L Bottle,A5-S1,102,191,2022-02-15,OK,Yes,Correct,Perfect,87.25
AUD790402,2023-06-26,Tabuk,Al Bidaa,PepsiCo,Beverages,7Up,7Up 1L Bottle,A6-S3,110,88,2024-05-15,OK,Yes,Correct,Perfect,-20.0
AUD228820,2020-08-25,Qassim,Al Bukayriyah,PepsiCo,Snacks,Lays,Lays Classic 40g,A5-S2,173,107,2021-07-06,OK,Yes,Correct,Perfect,-38.15
AUD837090,2024-12-26,Makkah,Al Jumum,Unilever,Personal Care,Lux,Lux Body Wash,A4-S5,200,83,2025-10-03,OK,Yes,Correct,Minor Issues,-58.5
AUD612703,2023-06-02,Madinah,Al Henakiyah,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,A6-S1,197,63,2023-11-30,OK,Partial,Correct,Perfect,-68.02
AUD331242,2024-11-04,Najran,Hubuna,Procter & Gamble,Personal Care,Gillette,Gillette Razor,A2-S4,193,130,2025-02-04,OK,Yes,Correct,Perfect,-32.64
AUD614954,2021-10-29,Asir,Sarat Abidah,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,A6-S5,58,25,2022-08-26,OK,Partial,Correct,Perfect,-56.9
AUD477359,2023-07-26,Makkah,Al Khurmah,Nestlé,Confectionery,KitKat,KitKat 4-finger,A2-S4,75,85,2024-03-18,OK,Yes,Correct,Perfect,13.33
AUD563271,2021-08-22,Tabuk,Umluj,Nestlé,Beverages,Milo,Milo 400g,A5-S2,80,152,2022-08-20,OK,Yes,Correct,Minor Issues,90.0
AUD974233,2025-01-14,Al Bahah,Baljurashi,Almarai,Juices,Almarai,Almarai Apple 1.5L,A3-S5,181,139,2025-02-20,OK,Yes,Correct,Perfect,-23.2
AUD873417,2022-02-21,Asir,Sarat Abidah,PepsiCo,Snacks,Lays,Lays Classic 40g,A3-S2,163,172,2022-09-11,OK,Yes,Correct,Not Executed,5.52
AUD376391,2025-01-12,Qassim,Al Asyah,Unilever,Food,Knorr,Knorr Chicken Cubes,A6-S4,26,91,2025-12-23,Near Expiry,Yes,Correct,Minor Issues,250.0
AUD522694,2021-02-17,Asir,Muhayil,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,A6-S4,134,132,2021-06-21,OK,Yes,Correct,Minor Issues,-1.49
AUD328526,2021-11-12,Eastern Province,Qatif,Unilever,Personal Care,Dove,Dove Soap 90g,A6-S2,59,114,2022-03-06,OK,Partial,Correct,Minor Issues,93.22
AUD991787,2024-01-17,Najran,Thar,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,A3-S4,138,204,2024-09-21,OK,Yes,Correct,Perfect,47.83
AUD204780,2022-09-22,Northern Borders,Al Khafji,Nestlé,Confectionery,Quality,Quality Street Tin,A5-S4,116,105,2023-04-17,OK,Yes,Correct,Perfect,-9.48
AUD417427,2024-04-14,Makkah,Al Lith,Unilever,Personal Care,Lux,Lux Body Wash,A4-S5,124,190,2024-10-04,OK,Yes,Correct,Perfect,53.23
AUD889217,2023-08-10,Makkah,Makkah,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,A1-S3,200,193,2024-01-27,OK,Yes,Correct,Perfect,-3.5
AUD682583,2024-09-07,Asir,Balqarn,Unilever,Food,Knorr,Knorr Chicken Cubes,A5-S2,80,23,2025-08-20,OK,Yes,Correct,Perfect,-71.25
AUD539566,2023-04-01,Madinah,Khaybar,Nestlé,Beverages,Milo,Milo 400g,A6-S3,66,78,2024-01-18,OK,Yes,Correct,Minor Issues,18.18
AUD933919,2024-12-10,Northern Borders,Al Wasita,Unilever,Personal Care,Dove,Dove Soap 90g,A1-S2,79,35,2025-02-05,OK,No,Correct,Minor Issues,-55.7
AUD855064,2024-04-18,Asir,Khamis Mushait,Unilever,Food,Knorr,Knorr Chicken Cubes,A3-S3,74,106,2025-01-04,OK,Yes,Correct,Perfect,43.24
AUD508191,2024-08-31,Eastern Province,Jubail,Nestlé,Beverages,Milo,Milo 400g,A4-S4,167,135,2024-11-22,OK,No,Correct,Minor Issues,-19.16
AUD594360,2025-02-01,Asir,Abha,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,A6-S2,200,167,2025-09-23,OK,Yes,Correct,Perfect,-16.5
AUD626723,2020-04-06,Eastern Province,Jubail,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,A5-S4,68,103,2020-05-25,OK,Yes,Incorrect,Perfect,51.47
AUD160903,2023-07-05,Qassim,Al Mithnab,PepsiCo,Beverages,7Up,7Up 1L Bottle,A3-S3,92,172,2023-11-08,OK,Yes,Correct,Perfect,86.96
AUD447065,2022-03-24,Jazan,Abu Arish,Almarai,Juices,Almarai,Almarai Mango 1.5L,A4-S3,97,119,2023-03-08,OK,Yes,Incorrect,Perfect,22.68
AUD411126,2025-02-20,Eastern Province,Hafr Al Batin,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,A1-S3,50,114,2025-03-22,Expired,Yes,Correct,Perfect,128.0
AUD320902,2022-02-08,Qassim,Ar Rass,Nestlé,Beverages,Milo,Milo 400g,A2-S4,183,96,2022-05-31,OK,Yes,Correct,Perfect,-47.54
AUD703276,2023-02-12,Qassim,Al Asyah,Procter & Gamble,Personal Care,Gillette,Gillette Razor,A2-S3,185,210,2023-09-11,OK,Yes,Correct,Perfect,13.51
AUD435325,2022-07-17,Hail,Al Makhrouq,Unilever,Personal Care,Dove,Dove Soap 90g,A3-S5,185,82,2023-06-17,OK,Partial,Correct,Perfect,-55.68
AUD928904,2024-03-09,Eastern Province,Jubail,Almarai,Dairy,Almarai,Almarai Milk 1L,A5-S5,142,60,2024-05-22,OK,Yes,Correct,Perfect,-57.75
AUD107731,2023-09-08,Qassim,Al Mithnab,Nestlé,Beverages,Milo,Milo 400g,A1-S5,93,42,2024-02-16,OK,Yes,Correct,Minor Issues,-54.84
AUD445989,2021-10-22,Hail,Al Sulaimi,Nestlé,Confectionery,KitKat,KitKat 4-finger,A1-S5,196,139,2022-01-20,OK,No,Correct,Perfect,-29.08
AUD694541,2020-03-25,Northern Borders,Turaif,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,A5-S2,152,57,2020-08-31,OK,Yes,Correct,Not Executed,-62.5
AUD886158,2024-01-27,Northern Borders,Arar,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,A4-S1,95,103,2024-09-28,OK,Yes,Correct,Perfect,8.42
AUD275153,2021-11-20,Northern Borders,Al Wasita,Nestlé,Beverages,Milo,Milo 400g,A4-S3,186,41,2022-08-09,OK,Yes,Correct,Perfect,-77.96
AUD230354,2023-06-24,Madinah,Yanbu,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,A3-S5,150,170,2023-10-25,OK,Yes,Correct,Perfect,13.33
AUD395084,2022-06-20,Riyadh,Riyadh,Nestlé,Confectionery,KitKat,KitKat 4-finger,A3-S5,138,77,2022-09-02,OK,Yes,Correct,Perfect,-44.2
AUD291729,2023-01-27,Al Bahah,Baljurashi,PepsiCo,Beverages,7Up,7Up 1L Bottle,A4-S2,93,199,2023-12-27,Damaged,Yes,Correct,Perfect,113.98
AUD543595,2024-10-03,Tabuk,Al Wajh,Almarai,Juices,Almarai,Almarai Apple 1.5L,A5-S3,67,28,2024-11-30,OK,Yes,Correct,Perfect,-58.21
AUD569218,2024-08-28,Najran,Hubuna,Unilever,Food,Knorr,Knorr Chicken Cubes,A6-S3,148,142,2024-11-14,Near Expiry,Yes,Correct,Perfect,-4.05
AUD828280,2022-12-01,Hail,Al Hazm,Procter & Gamble,Personal Care,Gillette,Gillette Razor,A4-S5,93,209,2023-01-12,OK,Yes,Correct,Perfect,124.73
AUD320360,2021-04-12,Riyadh,Al Kharj,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,A5-S3,120,119,2022-04-12,OK,Partial,Correct,Perfect,-0.83
AUD499897,2024-11-09,Hail,Al Shinan,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,A1-S2,132,187,2025-05-19,OK,Yes,Correct,Perfect,41.67
AUD245820,2020-06-11,Najran,Al Kharkhir,Procter & Gamble,Personal Care,Gillette,Gillette Razor,A5-S3,176,49,2020-12-24,OK,Yes,Correct,Not Executed,-72.16
AUD778709,2020-06-25,Northern Borders,Al Khafji,Almarai,Dairy,Almarai,Almarai Milk 1L,A4-S5,48,33,2021-02-27,OK,Yes,Correct,Not Executed,-31.25
AUD768637,2021-07-16,Jazan,Jazan,Almarai,Dairy,Lusine,Lusine Cheese 200g,A6-S4,171,98,2021-09-08,OK,Yes,Correct,Minor Issues,-42.69
AUD856643,2022-08-11,Najran,Badr Al Janub,Almarai,Juices,Almarai,Almarai Apple 1.5L,A1-S2,164,112,2023-02-09,OK,Yes,Correct,Not Executed,-31.71
AUD599671,2021-05-18,Madinah,Yanbu,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,A1-S1,138,158,2021-10-07,OK,Yes,Correct,Perfect,14.49
AUD880131,2023-08-26,Asir,Abha,Nestlé,Confectionery,KitKat,KitKat 4-finger,A5-S3,181,72,2023-12-23,Damaged,Yes,Correct,Perfect,-60.22
AUD632431,2023-07-28,Jazan,Baish,Unilever,Personal Care,Lux,Lux Body Wash,A4-S3,104,188,2024-01-13,OK,Partial,Correct,Minor Issues,80.77
AUD159510,2024-03-02,Eastern Province,Ras Tanura,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,A6-S3,175,102,2024-06-06,OK,Yes,Correct,Perfect,-41.71
AUD613908,2024-07-24,Riyadh,Al Kharj,Almarai,Dairy,Almarai,Almarai Milk 1L,A4-S1,166,95,2025-04-08,OK,Yes,Correct,Minor Issues,-42.77
AUD497005,2020-11-03,Al Bahah,Qilwah,PepsiCo,Beverages,7Up,7Up 1L Bottle,A5-S3,61,109,2021-08-20,OK,Yes,Correct,Perfect,78.69
AUD797454,2023-01-14,Madinah,Yanbu,Unilever,Personal Care,Lux,Lux Body Wash,A2-S3,71,112,2023-04-16,Near Expiry,Yes,Correct,Perfect,57.75
AUD209251,2023-02-10,Makkah,Taif,Nestlé,Beverages,Milo,Milo 400g,A6-S5,167,176,2023-12-14,OK,Yes,Correct,Minor Issues,5.39
AUD113052,2022-08-21,Najran,Badr Al Janub,Unilever,Food,Knorr,Knorr Chicken Cubes,A2-S3,130,164,2022-12-15,OK,Yes,Correct,Perfect,26.15
AUD967841,2020-05-26,Makkah,Jeddah,Procter & Gamble,Personal Care,Gillette,Gillette Razor,A5-S1,187,78,2020-09-21,OK,Yes,Correct,Perfect,-58.29
AUD173547,2020-03-21,Asir,Khamis Mushait,Almarai,Dairy,Almarai,Almarai Milk 1L,A5-S5,38,132,2020-05-29,OK,Partial,Correct,Perfect,247.37
AUD256349,2021-07-16,Northern Borders,Al Nairyah,Unilever,Personal Care,Dove,Dove Soap 90g,A5-S4,22,202,2022-06-03,Expired,Partial,Correct,Perfect,818.18
AUD551429,2023-09-24,Northern Borders,Al Nairyah,Nestlé,Confectionery,Quality,Quality Street Tin,A1-S1,85,141,2024-04-16,OK,Yes,Correct,Perfect,65.88
AUD410885,2023-07-28,Jazan,Al Aradah,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,A3-S5,53,206,2023-10-11,Damaged,Partial,Correct,Perfect,288.68
AUD760354,2022-01-25,Qassim,Al Badayea,Nestlé,Beverages,Milo,Milo 400g,A5-S2,160,41,2022-08-23,OK,Yes,Correct,Perfect,-74.38
AUD220282,2023-06-01,Qassim,Unaizah,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,A5-S5,35,148,2024-03-25,OK,Yes,Correct,Minor Issues,322.86
AUD393607,2023-07-20,Asir,Khamis Mushait,Almarai,Dairy,Almarai,Almarai Milk 1L,A3-S1,72,120,2024-05-31,Damaged,Yes,Correct,Perfect,66.67
AUD701968,2021-01-24,Qassim,Al Bukayriyah,Unilever,Personal Care,Dove,Dove Soap 90g,A2-S1,127,135,2021-04-16,OK,Partial,Correct,Perfect,6.3
AUD212593,2024-04-19,Riyadh,Thadiq,Nestlé,Dairy,Nido,Nido 900g,A6-S3,150,139,2024-10-03,OK,Yes,Correct,Perfect,-7.33
AUD957168,2023-10-12,Asir,Abha,Almarai,Dairy,Lusine,Lusine Cheese 200g,A6-S2,42,124,2024-03-12,OK,Partial,Correct,Perfect,195.24
AUD495622,2024-07-24,Riyadh,Diriyah,Nestlé,Dairy,Nido,Nido 900g,A6-S1,151,15,2025-06-30,OK,Partial,Correct,Not Executed,-90.07
AUD168217,2022-02-18,Qassim,Unaizah,Nestlé,Confectionery,Quality,Quality Street Tin,A2-S4,147,44,2022-11-04,OK,No,Correct,Minor Issues,-70.07
AUD663700,2024-12-24,Najran,Sharurah,Procter & Gamble,Personal Care,Gillette,Gillette Razor,A4-S2,134,52,2025-04-25,OK,Yes,Correct,Minor Issues,-61.19
AUD653478,2020-12-16,Qassim,Buraidah,Nestlé,Beverages,Milo,Milo 400g,A4-S3,128,104,2021-04-01,OK,Yes,Correct,Minor Issues,-18.75
AUD534821,2023-02-18,Najran,Thar,Procter & Gamble,Personal Care,Gillette,Gillette Razor,A5-S5,135,95,2023-04-09,OK,Yes,Correct,Minor Issues,-29.63
AUD159001,2022-08-25,Eastern Province,Ras Tanura,Almarai,Dairy,Lusine,Lusine Cheese 200g,A3-S1,140,140,2023-06-23,OK,Yes,Correct,Perfect,0.0
AUD150354,2024-08-25,Qassim,Buraidah,Nestlé,Confectionery,Quality,Quality Street Tin,A4-S5,176,92,2025-04-30,Near Expiry,Yes,Correct,Perfect,-47.73
AUD640086,2023-10-30,Riyadh,Al Kharj,Procter & Gamble,Personal Care,Gillette,Gillette Razor,A1-S3,160,52,2023-12-17,OK,Yes,Correct,Perfect,-67.5
AUD585529,2020-02-13,Hail,Al Makhrouq,Procter & Gamble,Personal Care,Gillette,Gillette Razor,A1-S1,130,83,2020-04-10,OK,Yes,Correct,Perfect,-36.15
AUD516027,2023-12-21,Hail,Al Ghazalah,Unilever,Personal Care,Dove,Dove Soap 90g,A2-S4,42,126,2024-04-24,OK,Yes,Correct,Perfect,200.0
AUD240869,2023-07-21,Northern Borders,Al Wasita,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,A4-S1,78,105,2023-10-21,OK,Yes,Correct,Perfect,34.62
AUD821559,2020-03-21,Madinah,Al Henakiyah,Procter & Gamble,Personal Care,Gillette,Gillette Razor,A4-S5,101,136,2021-02-12,OK,Partial,Correct,Minor Issues,34.65
AUD655680,2021-01-20,Northern Borders,Rafha,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,A5-S4,127,119,2021-05-13,OK,Yes,Correct,Perfect,-6.3
AUD626842,2021-01-15,Makkah,Al Khurmah,Unilever,Food,Lipton,Lipton Yellow Label 100g,A5-S4,27,116,2021-05-25,Damaged,Yes,Correct,Perfect,329.63
AUD889432,2020-06-01,Qassim,Al Badayea,Procter & Gamble,Personal Care,Gillette,Gillette Razor,A2-S5,39,134,2021-03-08,OK,No,Correct,Perfect,243.59
AUD547748,2025-02-19,Hail,Baqa,Almarai,Juices,Almarai,Almarai Apple 1.5L,A1-S3,148,71,2025-12-23,Damaged,Yes,Correct,Minor Issues,-52.03
AUD526927,2020-12-06,Makkah,Taif,Almarai,Juices,Almarai,Almarai Apple 1.5L,A6-S4,96,185,2021-04-22,OK,Partial,Correct,Minor Issues,92.71
AUD576782,2020-05-25,Riyadh,Thadiq,Nestlé,Beverages,Milo,Milo 400g,A3-S3,74,39,2021-04-18,OK,Yes,Correct,Perfect,-47.3
AUD843834,2021-10-31,Hail,Al Shinan,Nestlé,Dairy,Nido,Nido 900g,A5-S4,119,203,2022-07-26,OK,Partial,Correct,Perfect,70.59
AUD247311,2021-01-08,Makkah,Al Qunfudhah,Almarai,Dairy,Lusine,Lusine Cheese 200g,A1-S2,72,47,2021-06-25,OK,Yes,Correct,Perfect,-34.72
AUD165033,2025-04-13,Eastern Province,Ras Tanura,Unilever,Personal Care,Dove,Dove Soap 90g,A4-S1,136,99,2026-02-08,OK,Partial,Correct,Minor Issues,-27.21
AUD504724,2020-09-13,Qassim,Al Asyah,Nestlé,Dairy,Nido,Nido 900g,A4-S2,185,73,2020-12-18,OK,Yes,Correct,Perfect,-60.54
AUD995920,2021-10-29,Riyadh,Huraymila,PepsiCo,Beverages,7Up,7Up 1L Bottle,A5-S1,147,204,2022-02-23,OK,Yes,Correct,Perfect,38.78
AUD138537,2020-02-08,Jazan,Al Dayer,Unilever,Food,Knorr,Knorr Chicken Cubes,A5-S3,39,68,2020-11-18,OK,Yes,Correct,Perfect,74.36
AUD425285,2021-01-29,Northern Borders,Al Uwayqilah,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,A2-S1,149,37,2021-05-24,OK,Yes,Correct,Minor Issues,-75.17
AUD394087,2024-01-21,Northern Borders,Turaif,Almarai,Juices,Almarai,Almarai Mango 1.5L,A1-S2,36,31,2024-07-03,OK,Yes,Correct,Perfect,-13.89
AUD558847,2021-01-29,Hail,Baqa,Almarai,Dairy,Lusine,Lusine Cheese 200g,A5-S3,171,142,2021-07-21,Near Expiry,Partial,Correct,Perfect,-16.96
AUD739217,2023-09-07,Makkah,Al Lith,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,A3-S5,102,167,2024-07-04,OK,Yes,Correct,Perfect,63.73
AUD220947,2022-02-01,Northern Borders,Rafha,Almarai,Juices,Almarai,Almarai Apple 1.5L,A3-S1,31,45,2022-07-26,OK,Partial,Correct,Perfect,45.16
AUD467681,2025-01-07,Qassim,Al Bukayriyah,PepsiCo,Beverages,7Up,7Up 1L Bottle,A2-S1,148,167,2025-04-12,OK,Yes,Correct,Perfect,12.84
AUD578915,2024-04-12,Jazan,Jazan,Almarai,Juices,Almarai,Almarai Apple 1.5L,A5-S5,107,44,2024-11-15,OK,Yes,Correct,Minor Issues,-58.88
AUD838785,2023-10-04,Qassim,Buraidah,Almarai,Dairy,Almarai,Almarai Milk 1L,A3-S3,194,104,2024-09-05,OK,Yes,Correct,Perfect,-46.39
AUD422594,2022-06-15,Hail,Al Sulaimi,Procter & Gamble,Personal Care,Gillette,Gillette Razor,A3-S5,24,210,2023-04-16,OK,Yes,Correct,Perfect,775.0
AUD154031,2024-06-08,Madinah,Badr,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,A4-S1,88,31,2024-08-13,OK,Yes,Correct,Perfect,-64.77
AUD123122,2025-03-03,Riyadh,Diriyah,Unilever,Food,Lipton,Lipton Yellow Label 100g,A6-S5,159,93,2026-02-26,OK,Yes,Correct,Minor Issues,-41.51
AUD239026,2025-01-09,Tabuk,Al Wajh,Unilever,Food,Lipton,Lipton Yellow Label 100g,A6-S4,48,116,2025-11-27,OK,Partial,Correct,Minor Issues,141.67
AUD797317,2024-01-19,Riyadh,Al Kharj,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,A2-S2,96,170,2024-10-07,OK,Partial,Correct,Not Executed,77.08
AUD304345,2023-08-01,Eastern Province,Jubail,Unilever,Personal Care,Dove,Dove Soap 90g,A4-S5,53,18,2023-09-18,OK,Yes,Correct,Perfect,-66.04
AUD263752,2020-10-09,Al Bahah,Al Mandaq,Nestlé,Dairy,Nido,Nido 900g,A6-S5,162,19,2020-12-20,OK,Yes,Incorrect,Perfect,-88.27
AUD578237,2022-02-18,Northern Borders,Al Uwayqilah,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,A1-S4,90,45,2022-04-02,OK,No,Correct,Perfect,-50.0
AUD927280,2023-09-18,Riyadh,Dhurma,Unilever,Food,Lipton,Lipton Yellow Label 100g,A1-S4,57,105,2024-04-24,OK,Partial,Correct,Minor Issues,84.21
AUD591953,2021-09-04,Riyadh,Dhurma,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,A4-S4,46,73,2021-10-31,Damaged,Yes,Correct,Perfect,58.7
AUD632249,2023-06-22,Northern Borders,Turaif,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,A3-S1,74,199,2024-05-15,OK,Partial,Correct,Perfect,168.92
AUD627190,2021-06-28,Asir,Tanomah,Unilever,Food,Lipton,Lipton Yellow Label 100g,A4-S2,149,112,2021-11-10,OK,Yes,Correct,Minor Issues,-24.83
AUD260982,2020-09-25,Qassim,Al Bukayriyah,Unilever,Personal Care,Lux,Lux Body Wash,A6-S1,35,200,2021-01-12,OK,Yes,Correct,Perfect,471.43
AUD323260,2024-11-03,Tabuk,Tayma,Unilever,Food,Lipton,Lipton Yellow Label 100g,A1-S3,178,97,2025-08-13,OK,Yes,Correct,Perfect,-45.51
AUD744150,2023-04-26,Eastern Province,Qatif,PepsiCo,Snacks,Lays,Lays Classic 40g,A4-S1,57,136,2023-05-27,OK,Yes,Correct,Minor Issues,138.6
AUD609423,2020-12-08,Makkah,Makkah,Almarai,Juices,Almarai,Almarai Apple 1.5L,A3-S5,86,142,2021-04-13,OK,Yes,Correct,Perfect,65.12
AUD988517,2024-04-03,Najran,Yadamah,Almarai,Dairy,Almarai,Almarai Milk 1L,A2-S4,198,106,2024-11-22,OK,Yes,Correct,Minor Issues,-46.46
AUD166525,2022-07-10,Asir,Tanomah,Procter & Gamble,Personal Care,Gillette,Gillette Razor,A2-S5,132,72,2022-09-25,OK,Yes,Incorrect,Minor Issues,-45.45
AUD207803,2021-09-09,Northern Borders,Al Khafji,Nestlé,Beverages,Milo,Milo 400g,A5-S4,85,143,2021-12-27,OK,Yes,Correct,Minor Issues,68.24
AUD772700,2020-07-01,Eastern Province,Hafr Al Batin,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,A1-S2,172,192,2021-01-16,OK,Yes,Correct,Minor Issues,11.63
AUD578841,2020-11-26,Najran,Badr Al Janub,Nestlé,Confectionery,Quality,Quality Street Tin,A6-S2,25,111,2021-02-24,OK,Partial,Correct,Not Executed,344.0
