Promotion_ID,Start_Date,End_Date,Parent_Company,Category,Brand,Product,Promotion_Type,Discount_Pct,Channels,Target_Regions
PROMO12441,2022-04-29,2022-05-16,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,Discount,0,Social Media,"Najran, Makkah, Hail"
PROMO69215,2022-04-29,2022-05-17,Procter & Gamble,Personal Care,Gillette,Gillette Razor,BOGO,15,Radio,Northern Borders
PROMO86789,2022-05-01,2022-05-17,Procter & Gamble,Personal Care,Gillette,Gillette Razor,Free Gift,38,Radio,"Jazan, Eastern Province"
PROMO23025,2022-05-03,2022-05-14,PepsiCo,Snacks,Lays,Lays Classic 40g,BOGO,8,"Influencers, Social Media","Najran, Qassim, Tabuk"
PROMO68433,2022-05-04,2022-05-13,Unilever,Personal Care,Dove,Dove Soap 90g,Bundle,0,Social Media,"Makkah, Al Bahah"
PROMO18949,2022-05-05,2022-05-27,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,Free Gift,18,"TV, Influencers, SMS","Hail, Qassim, Madinah"
PROMO20306,2022-05-05,2022-05-27,Unilever,Personal Care,Lux,Lux Body Wash,Free Gift,24,"Influencers, Social Media, TV","Asir, Al Bahah"
PROMO37767,2022-05-06,2022-05-31,Almarai,Juices,Almarai,Almarai Apple 1.5L,Free Gift,10,"In-Store, Social Media, Newspaper",Qassim
PROMO73425,2022-05-06,2022-05-20,Nestlé,Confectionery,Quality,Quality Street Tin,BOGO,0,"TV, Radio, Social Media",Al Bahah
PROMO34957,2022-05-06,2022-05-30,PepsiCo,Beverages,7Up,7Up 1L Bottle,BOGO,10,"SMS, Influencers",Makkah
PROMO93747,2022-05-06,2022-05-30,Unilever,Personal Care,Dove,Dove Soap 90g,Discount,39,"In-Store, Radio",Eastern Province
PROMO63513,2022-05-07,2022-05-22,PepsiCo,Beverages,7Up,7Up 1L Bottle,Discount,25,"In-Store, Influencers",Eastern Province
PROMO39265,2022-05-08,2022-05-18,Unilever,Personal Care,Dove,Dove Soap 90g,BOGO,24,"Influencers, SMS, In-Store","Najran, Northern Borders, Al Bahah"
PROMO63602,2022-05-08,2022-06-05,Unilever,Food,Knorr,Knorr Chicken Cubes,Bundle,11,SMS,"Qassim, Jazan"
PROMO84284,2022-05-09,2022-05-26,PepsiCo,Snacks,Lays,Lays Classic 40g,Discount,19,Newspaper,"Qassim, Jazan, Makkah"
PROMO82207,2022-05-10,2022-05-24,Almarai,Dairy,Almarai,Almarai Milk 1L,Free Gift,0,"TV, In-Store",Eastern Province
PROMO66471,2022-05-11,2022-05-18,Almarai,Dairy,Lusine,Lusine Cheese 200g,Bundle,22,"Social Media, TV","Northern Borders, Najran"
PROMO89272,2022-05-11,2022-05-26,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,BOGO,20,In-Store,"Najran, Al Bahah, Madinah"
PROMO30748,2022-05-16,2022-06-10,Nestlé,Confectionery,KitKat,KitKat 4-finger,Discount,0,"In-Store, SMS, Newspaper","Tabuk, Hail"
PROMO66119,2022-05-16,2022-06-05,Almarai,Dairy,Almarai,Almarai Milk 1L,Free Gift,0,"TV, Newspaper, Radio","Hail, Makkah, Qassim"
PROMO93037,2022-05-18,2022-06-02,PepsiCo,Snacks,Lays,Lays Classic 40g,Free Gift,31,"TV, Influencers",Madinah
PROMO90167,2022-05-18,2022-06-09,PepsiCo,Snacks,Lays,Lays Classic 40g,BOGO,0,"Radio, SMS, Newspaper","Eastern Province, Jazan"
PROMO34585,2022-05-19,2022-06-10,Unilever,Personal Care,Lux,Lux Body Wash,Discount,39,"Radio, SMS, Social Media","Makkah, Jazan, Al Bahah"
PROMO29811,2022-05-19,2022-05-30,Unilever,Personal Care,Lux,Lux Body Wash,Discount,0,"Newspaper, Influencers","Northern Borders, Makkah"
PROMO21702,2022-05-20,2022-05-27,Almarai,Juices,Almarai,Almarai Apple 1.5L,Free Gift,37,"SMS, In-Store","Riyadh, Tabuk, Asir"
PROMO55083,2022-05-22,2022-06-10,Almarai,Dairy,Almarai,Almarai Milk 1L,Discount,11,In-Store,"Jazan, Makkah, Al Bahah"
PROMO53319,2022-05-22,2022-06-03,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,Bundle,11,"In-Store, Newspaper","Al Bahah, Madinah"
PROMO46497,2022-05-22,2022-06-07,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,Bundle,0,Newspaper,"Northern Borders, Hail"
PROMO36573,2022-05-23,2022-06-10,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,Free Gift,8,"SMS, Radio, Influencers","Riyadh, Madinah, Hail"
PROMO75281,2022-05-24,2022-06-19,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,Discount,6,Social Media,"Makkah, Asir, Madinah"
PROMO60473,2022-05-25,2022-06-22,Almarai,Dairy,Almarai,Almarai Milk 1L,Free Gift,19,Radio,Asir
PROMO99084,2022-05-25,2022-06-09,Unilever,Personal Care,Dove,Dove Soap 90g,Discount,20,"TV, Social Media",Asir
PROMO60871,2022-05-27,2022-06-24,Nestlé,Dairy,Nido,Nido 900g,Free Gift,0,"Influencers, Newspaper, TV",Jazan
PROMO38081,2022-05-30,2022-06-07,Almarai,Dairy,Almarai,Almarai Milk 1L,Free Gift,0,"SMS, Radio",Northern Borders
PROMO46297,2022-05-31,2022-06-27,Nestlé,Beverages,Milo,Milo 400g,Discount,11,"Influencers, TV","Eastern Province, Riyadh, Makkah"
PROMO32831,2022-06-01,2022-06-08,Unilever,Personal Care,Dove,Dove Soap 90g,BOGO,28,In-Store,"Hail, Asir, Al Bahah"
PROMO84172,2022-06-01,2022-06-17,Unilever,Food,Lipton,Lipton Yellow Label 100g,BOGO,37,Newspaper,"Hail, Northern Borders, Tabuk"
PROMO88482,2022-06-01,2022-06-17,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,Discount,0,"TV, SMS, Social Media","Eastern Province, Northern Borders"
PROMO61297,2022-06-02,2022-06-15,Almarai,Dairy,Lusine,Lusine Cheese 200g,BOGO,35,Influencers,Riyadh
PROMO61070,2022-06-02,2022-06-15,Nestlé,Confectionery,KitKat,KitKat 4-finger,Bundle,32,"Newspaper, Radio","Madinah, Eastern Province, Riyadh"
PROMO68929,2022-06-02,2022-06-19,Nestlé,Confectionery,Quality,Quality Street Tin,Discount,25,SMS,Riyadh
PROMO44237,2022-06-04,2022-06-30,Nestlé,Beverages,Milo,Milo 400g,Bundle,39,"Social Media, Influencers","Riyadh, Al Bahah"
PROMO55425,2022-06-04,2022-06-13,Nestlé,Confectionery,Quality,Quality Street Tin,BOGO,39,Social Media,"Al Bahah, Asir, Jazan"
PROMO76826,2022-06-05,2022-06-17,Almarai,Dairy,Almarai,Almarai Milk 1L,Discount,0,"SMS, Social Media",Madinah
PROMO15551,2022-06-06,2022-06-16,Nestlé,Beverages,Milo,Milo 400g,Bundle,29,"SMS, Radio, TV","Northern Borders, Tabuk"
PROMO78227,2022-06-06,2022-06-23,Unilever,Food,Knorr,Knorr Chicken Cubes,Bundle,0,"TV, SMS",Najran
PROMO77564,2022-06-07,2022-06-21,Unilever,Personal Care,Dove,Dove Soap 90g,Bundle,0,"Influencers, Social Media",Asir
PROMO35962,2022-06-07,2022-07-03,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,Discount,40,"Social Media, Influencers","Madinah, Hail"
PROMO53430,2022-06-08,2022-07-05,Almarai,Dairy,Almarai,Almarai Milk 1L,Discount,24,"In-Store, Newspaper","Madinah, Eastern Province, Al Bahah"
PROMO11940,2022-06-09,2022-06-19,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,Discount,18,"Influencers, In-Store, SMS","Jazan, Al Bahah"
PROMO44637,2022-06-09,2022-06-19,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,Discount,6,"Newspaper, SMS, Radio","Asir, Qassim"
PROMO34997,2022-06-10,2022-06-18,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,BOGO,21,"Newspaper, In-Store","Najran, Qassim"
PROMO60452,2022-06-10,2022-06-18,Almarai,Juices,Almarai,Almarai Mango 1.5L,BOGO,27,Influencers,"Makkah, Jazan"
PROMO13150,2022-06-11,2022-07-09,Nestlé,Confectionery,KitKat,KitKat 4-finger,Free Gift,21,"Newspaper, Social Media","Asir, Jazan, Al Bahah"
PROMO56442,2022-06-12,2022-06-19,Almarai,Dairy,Almarai,Almarai Milk 1L,BOGO,27,"Newspaper, Social Media, Radio","Madinah, Najran, Riyadh"
PROMO53439,2022-06-12,2022-06-29,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,Free Gift,0,"In-Store, TV, Radio",Qassim
PROMO98271,2022-06-13,2022-06-21,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,BOGO,13,"SMS, Influencers, In-Store","Al Bahah, Makkah"
PROMO12075,2022-06-13,2022-06-29,Almarai,Dairy,Lusine,Lusine Cheese 200g,Bundle,37,Social Media,"Hail, Jazan"
PROMO45139,2022-06-14,2022-06-22,Nestlé,Beverages,Milo,Milo 400g,BOGO,0,"SMS, Newspaper, TV","Asir, Jazan"
PROMO59946,2022-06-17,2022-07-06,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,BOGO,24,Radio,Riyadh
PROMO41642,2022-06-17,2022-06-29,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,Discount,0,"Influencers, Newspaper","Eastern Province, Hail"
PROMO19788,2022-06-18,2022-07-14,Almarai,Juices,Almarai,Almarai Apple 1.5L,Bundle,37,Radio,"Al Bahah, Jazan, Eastern Province"
PROMO14843,2022-06-20,2022-07-13,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,Bundle,25,Radio,"Al Bahah, Asir, Tabuk"
PROMO83973,2022-06-20,2022-07-07,Almarai,Juices,Almarai,Almarai Mango 1.5L,Discount,38,Influencers,Madinah
PROMO42501,2022-06-20,2022-07-13,Nestlé,Confectionery,KitKat,KitKat 4-finger,Discount,0,Newspaper,Riyadh
PROMO88697,2022-06-20,2022-07-05,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,Discount,8,In-Store,"Madinah, Riyadh"
PROMO54077,2022-06-21,2022-07-10,Nestlé,Confectionery,KitKat,KitKat 4-finger,Discount,17,"Social Media, Newspaper","Tabuk, Al Bahah, Najran"
PROMO19136,2022-06-21,2022-07-11,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,BOGO,25,"Influencers, Newspaper","Qassim, Najran"
PROMO79702,2022-06-21,2022-07-05,Unilever,Personal Care,Lux,Lux Body Wash,Free Gift,37,"Radio, TV, Influencers",Northern Borders
PROMO43187,2022-06-22,2022-07-18,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,Free Gift,0,"Influencers, Radio, TV","Tabuk, Northern Borders"
PROMO83688,2022-06-22,2022-07-12,Almarai,Dairy,Lusine,Lusine Cheese 200g,Free Gift,0,"In-Store, SMS, Radio","Tabuk, Asir, Qassim"
PROMO66705,2022-06-24,2022-07-21,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,Discount,37,"SMS, Influencers","Al Bahah, Madinah, Eastern Province"
PROMO56478,2022-06-25,2022-07-09,Unilever,Personal Care,Dove,Dove Soap 90g,Bundle,23,In-Store,Hail
PROMO31292,2022-06-25,2022-07-19,Nestlé,Confectionery,Quality,Quality Street Tin,Discount,25,"TV, Newspaper, Social Media","Tabuk, Madinah"
PROMO19659,2022-06-26,2022-07-13,PepsiCo,Beverages,7Up,7Up 1L Bottle,Free Gift,0,"Radio, Influencers, TV",Qassim
PROMO54508,2022-06-27,2022-07-07,Unilever,Food,Lipton,Lipton Yellow Label 100g,Discount,10,SMS,"Asir, Tabuk, Jazan"
PROMO71763,2022-06-27,2022-07-16,Almarai,Dairy,Lusine,Lusine Cheese 200g,Bundle,40,"Newspaper, TV, Radio",Hail
PROMO56996,2022-06-27,2022-07-06,Unilever,Personal Care,Lux,Lux Body Wash,Bundle,16,"Influencers, Radio","Al Bahah, Qassim, Madinah"
PROMO70012,2022-06-28,2022-07-08,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,BOGO,0,SMS,"Qassim, Tabuk, Jazan"
PROMO39321,2022-06-29,2022-07-08,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,Free Gift,36,"SMS, Social Media, Radio","Tabuk, Madinah, Makkah"
PROMO18651,2022-06-29,2022-07-15,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,Free Gift,5,In-Store,"Qassim, Jazan"
PROMO69732,2022-06-30,2022-07-11,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,Free Gift,30,"In-Store, Influencers","Northern Borders, Madinah, Jazan"
PROMO93843,2022-06-30,2022-07-23,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,Free Gift,11,"Social Media, TV","Qassim, Eastern Province"
PROMO36091,2022-07-02,2022-07-15,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,Bundle,35,Radio,Riyadh
PROMO16955,2022-07-02,2022-07-13,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,BOGO,40,"Newspaper, SMS, Radio","Makkah, Northern Borders"
PROMO76538,2022-07-05,2022-07-31,Nestlé,Dairy,Nido,Nido 900g,Bundle,0,"Influencers, Newspaper","Madinah, Makkah, Hail"
PROMO65292,2022-07-06,2022-07-24,Unilever,Food,Knorr,Knorr Chicken Cubes,Free Gift,0,Influencers,Madinah
PROMO15813,2022-07-06,2022-07-29,Almarai,Dairy,Lusine,Lusine Cheese 200g,BOGO,0,TV,"Jazan, Riyadh, Eastern Province"
PROMO61312,2022-07-06,2022-07-23,Almarai,Juices,Almarai,Almarai Apple 1.5L,Bundle,0,"In-Store, Social Media",Asir
PROMO10685,2022-07-07,2022-07-24,Almarai,Dairy,Almarai,Almarai Milk 1L,Bundle,0,"SMS, Newspaper","Asir, Eastern Province, Qassim"
PROMO36220,2022-07-07,2022-07-29,Almarai,Dairy,Almarai,Almarai Milk 1L,Free Gift,0,"Radio, TV, In-Store","Makkah, Al Bahah, Najran"
PROMO63600,2022-07-07,2022-08-04,Unilever,Personal Care,Lux,Lux Body Wash,Bundle,0,"In-Store, Newspaper, Social Media","Jazan, Qassim, Makkah"
PROMO31651,2022-07-09,2022-07-25,Unilever,Food,Knorr,Knorr Chicken Cubes,Free Gift,30,Social Media,"Tabuk, Qassim, Riyadh"
PROMO50758,2022-07-10,2022-07-20,Almarai,Dairy,Lusine,Lusine Cheese 200g,Free Gift,0,"Newspaper, In-Store","Asir, Jazan"
PROMO18698,2022-07-12,2022-07-27,Unilever,Food,Lipton,Lipton Yellow Label 100g,Free Gift,17,"Newspaper, Influencers, SMS","Northern Borders, Madinah"
PROMO23095,2022-07-13,2022-07-29,PepsiCo,Snacks,Lays,Lays Classic 40g,Bundle,15,TV,Eastern Province
PROMO95683,2022-07-14,2022-08-03,Unilever,Personal Care,Dove,Dove Soap 90g,Bundle,20,TV,"Al Bahah, Madinah, Asir"
PROMO27012,2022-07-14,2022-08-07,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,Free Gift,32,"In-Store, Newspaper","Eastern Province, Najran"
PROMO63940,2022-07-15,2022-07-26,Procter & Gamble,Personal Care,Gillette,Gillette Razor,Bundle,5,"Influencers, In-Store, Social Media",Asir
PROMO99885,2022-07-17,2022-08-12,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,Bundle,35,"Social Media, Newspaper","Tabuk, Northern Borders"
PROMO92032,2022-07-18,2022-08-07,Unilever,Personal Care,Dove,Dove Soap 90g,BOGO,0,"Influencers, Social Media",Najran
PROMO85968,2022-07-18,2022-07-26,Nestlé,Confectionery,Quality,Quality Street Tin,BOGO,0,"Radio, Newspaper, TV",Najran
PROMO72982,2022-07-18,2022-07-29,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,BOGO,18,"Newspaper, Social Media, In-Store","Madinah, Najran"
PROMO42411,2022-07-18,2022-07-25,Almarai,Dairy,Almarai,Almarai Milk 1L,BOGO,11,"Social Media, Radio",Asir
PROMO99302,2022-07-18,2022-08-11,Almarai,Juices,Almarai,Almarai Mango 1.5L,Free Gift,0,"In-Store, Influencers, Newspaper","Riyadh, Najran, Makkah"
PROMO33633,2022-07-19,2022-08-11,Procter & Gamble,Personal Care,Gillette,Gillette Razor,BOGO,21,"Social Media, Influencers, SMS","Northern Borders, Asir, Najran"
PROMO22423,2022-07-19,2022-08-12,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,Bundle,0,"Influencers, Newspaper, Social Media","Madinah, Asir"
PROMO56385,2022-07-19,2022-07-30,PepsiCo,Snacks,Lays,Lays Classic 40g,Bundle,7,"In-Store, TV, SMS","Riyadh, Najran"
PROMO12166,2022-07-20,2022-08-07,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,Discount,33,"Social Media, Radio","Madinah, Qassim"
PROMO94550,2022-07-21,2022-07-29,Unilever,Food,Lipton,Lipton Yellow Label 100g,Free Gift,17,"SMS, TV, Newspaper","Madinah, Qassim"
PROMO18992,2022-07-21,2022-07-28,Almarai,Dairy,Lusine,Lusine Cheese 200g,Discount,12,"Influencers, In-Store, Radio","Riyadh, Al Bahah"
PROMO68446,2022-07-22,2022-08-10,Unilever,Personal Care,Dove,Dove Soap 90g,Free Gift,30,"TV, In-Store",Al Bahah
PROMO77308,2022-07-23,2022-08-09,Almarai,Dairy,Lusine,Lusine Cheese 200g,Discount,0,"Radio, In-Store",Makkah
PROMO20351,2022-07-24,2022-08-10,Almarai,Dairy,Almarai,Almarai Milk 1L,Bundle,0,"TV, Newspaper, Social Media",Hail
PROMO93806,2022-07-24,2022-08-05,Procter & Gamble,Personal Care,Gillette,Gillette Razor,Discount,12,"Social Media, Radio","Eastern Province, Riyadh, Tabuk"
PROMO19063,2022-07-25,2022-08-22,Nestlé,Dairy,Nido,Nido 900g,Discount,0,Radio,"Asir, Jazan"
PROMO93682,2022-07-26,2022-08-22,Unilever,Food,Lipton,Lipton Yellow Label 100g,Bundle,11,In-Store,"Al Bahah, Asir"
PROMO65847,2022-07-26,2022-08-19,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,Discount,18,"Newspaper, Radio, Influencers","Madinah, Tabuk, Qassim"
PROMO33973,2022-07-26,2022-08-07,Almarai,Dairy,Almarai,Almarai Milk 1L,Discount,16,"Influencers, SMS, TV","Eastern Province, Makkah, Asir"
PROMO43300,2022-07-27,2022-08-11,Almarai,Dairy,Lusine,Lusine Cheese 200g,Free Gift,40,"In-Store, Radio","Makkah, Al Bahah"
PROMO81182,2022-07-27,2022-08-12,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,Discount,35,In-Store,Qassim
PROMO18702,2022-07-28,2022-08-08,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,Bundle,11,"TV, In-Store, Influencers","Jazan, Makkah"
PROMO29573,2022-07-29,2022-08-17,Nestlé,Beverages,Milo,Milo 400g,Discount,9,"Influencers, Radio","Northern Borders, Tabuk"
PROMO72463,2022-07-30,2022-08-20,Nestlé,Confectionery,Quality,Quality Street Tin,Free Gift,5,SMS,Tabuk
PROMO62875,2022-07-30,2022-08-11,Unilever,Personal Care,Dove,Dove Soap 90g,BOGO,0,"Influencers, SMS","Eastern Province, Asir"
PROMO83924,2022-08-02,2022-08-30,PepsiCo,Snacks,Lays,Lays Classic 40g,Bundle,27,"In-Store, Radio",Northern Borders
PROMO73458,2022-08-03,2022-08-11,PepsiCo,Snacks,Lays,Lays Classic 40g,Free Gift,21,"TV, Newspaper",Tabuk
PROMO89110,2022-08-05,2022-08-28,Procter & Gamble,Personal Care,Gillette,Gillette Razor,Bundle,36,"Social Media, In-Store, SMS",Madinah
PROMO85597,2022-08-06,2022-08-14,Nestlé,Beverages,Milo,Milo 400g,Discount,20,In-Store,Madinah
PROMO57340,2022-08-06,2022-09-03,PepsiCo,Beverages,7Up,7Up 1L Bottle,Discount,24,"Newspaper, In-Store","Madinah, Riyadh, Eastern Province"
PROMO56370,2022-08-06,2022-08-31,Almarai,Dairy,Lusine,Lusine Cheese 200g,Free Gift,0,"Influencers, Radio",Riyadh
PROMO26932,2022-08-06,2022-08-19,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,Bundle,34,"SMS, In-Store, Radio","Al Bahah, Riyadh, Eastern Province"
PROMO58721,2022-08-10,2022-08-22,Unilever,Personal Care,Lux,Lux Body Wash,Discount,10,"Influencers, Social Media","Qassim, Makkah, Tabuk"
PROMO90809,2022-08-11,2022-09-08,Procter & Gamble,Personal Care,Gillette,Gillette Razor,Discount,15,Social Media,Qassim
PROMO47776,2022-08-11,2022-09-07,Almarai,Dairy,Lusine,Lusine Cheese 200g,Discount,0,"Newspaper, TV","Makkah, Hail"
PROMO42060,2022-08-11,2022-08-22,Procter & Gamble,Personal Care,Gillette,Gillette Razor,Discount,24,"Newspaper, Influencers, SMS",Eastern Province
PROMO61863,2022-08-13,2022-09-02,Almarai,Juices,Almarai,Almarai Apple 1.5L,Discount,12,"Radio, Newspaper, In-Store",Najran
PROMO25098,2022-08-13,2022-09-09,Nestlé,Confectionery,KitKat,KitKat 4-finger,Bundle,0,"Influencers, SMS","Madinah, Eastern Province"
PROMO66012,2022-08-15,2022-09-09,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,BOGO,21,"Influencers, TV, In-Store","Najran, Al Bahah, Eastern Province"
PROMO37864,2022-08-15,2022-09-09,Nestlé,Beverages,Milo,Milo 400g,BOGO,0,Social Media,"Eastern Province, Al Bahah"
PROMO59051,2022-08-15,2022-08-25,Nestlé,Confectionery,KitKat,KitKat 4-finger,Discount,25,"Radio, Social Media",Northern Borders
PROMO63513,2022-08-15,2022-08-22,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,BOGO,26,"SMS, TV, Social Media","Northern Borders, Tabuk"
PROMO55698,2022-08-16,2022-09-10,Unilever,Food,Lipton,Lipton Yellow Label 100g,Free Gift,7,"Influencers, Radio",Riyadh
PROMO17346,2022-08-17,2022-09-02,Nestlé,Confectionery,KitKat,KitKat 4-finger,BOGO,8,"SMS, TV, Radio","Makkah, Tabuk, Asir"
PROMO73010,2022-08-18,2022-09-11,Procter & Gamble,Personal Care,Gillette,Gillette Razor,Free Gift,33,"SMS, Influencers","Qassim, Makkah"
PROMO92316,2022-08-18,2022-08-31,Almarai,Dairy,Almarai,Almarai Milk 1L,Bundle,33,"Influencers, Radio","Qassim, Tabuk, Hail"
PROMO41642,2022-08-18,2022-09-11,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,Discount,12,"Influencers, SMS","Tabuk, Asir, Eastern Province"
PROMO54276,2022-08-19,2022-09-11,Procter & Gamble,Personal Care,Gillette,Gillette Razor,Discount,11,Influencers,"Al Bahah, Najran, Eastern Province"
PROMO77518,2022-08-19,2022-09-03,Unilever,Personal Care,Dove,Dove Soap 90g,Free Gift,0,"Influencers, In-Store, TV","Tabuk, Eastern Province"
PROMO29400,2022-08-20,2022-08-27,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,Bundle,12,"In-Store, Newspaper",Makkah
PROMO20975,2022-08-21,2022-09-17,Almarai,Dairy,Almarai,Almarai Milk 1L,Free Gift,37,"Influencers, Social Media, Radio",Eastern Province
PROMO19784,2022-08-22,2022-09-14,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,BOGO,27,Newspaper,"Najran, Tabuk"
PROMO23544,2022-08-23,2022-08-30,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,BOGO,9,Radio,Asir
PROMO21494,2022-08-23,2022-09-17,Nestlé,Confectionery,Quality,Quality Street Tin,Bundle,13,Influencers,"Asir, Tabuk"
PROMO88720,2022-08-23,2022-09-14,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,Free Gift,0,"Influencers, In-Store",Asir
PROMO40148,2022-08-24,2022-09-20,Unilever,Personal Care,Lux,Lux Body Wash,Discount,31,"Social Media, SMS, In-Store","Tabuk, Qassim"
PROMO46515,2022-08-24,2022-09-15,Unilever,Food,Lipton,Lipton Yellow Label 100g,BOGO,13,Influencers,"Al Bahah, Northern Borders"
PROMO58837,2022-08-26,2022-09-09,Nestlé,Dairy,Nido,Nido 900g,Bundle,0,"Influencers, Newspaper, Radio","Makkah, Najran"
PROMO25877,2022-08-30,2022-09-24,Nestlé,Dairy,Nido,Nido 900g,Bundle,6,"TV, Radio","Hail, Northern Borders"
PROMO65067,2022-08-30,2022-09-14,Almarai,Juices,Almarai,Almarai Mango 1.5L,Discount,0,"TV, Radio","Northern Borders, Tabuk, Al Bahah"
PROMO41799,2022-09-01,2022-09-24,Unilever,Personal Care,Lux,Lux Body Wash,BOGO,5,"In-Store, Newspaper",Tabuk
PROMO22843,2022-09-03,2022-09-30,Almarai,Juices,Almarai,Almarai Mango 1.5L,Bundle,11,"TV, Social Media","Madinah, Jazan"
PROMO24361,2022-09-08,2022-09-16,Nestlé,Dairy,Nido,Nido 900g,Discount,20,"Newspaper, Radio","Al Bahah, Asir, Najran"
PROMO26909,2022-09-09,2022-09-23,Almarai,Juices,Almarai,Almarai Apple 1.5L,BOGO,0,Influencers,Asir
PROMO81692,2022-09-11,2022-09-23,Unilever,Food,Knorr,Knorr Chicken Cubes,Discount,18,"SMS, Influencers, In-Store","Eastern Province, Hail"
PROMO94561,2022-09-11,2022-09-25,PepsiCo,Snacks,Lays,Lays Classic 40g,BOGO,0,"Newspaper, Social Media",Northern Borders
PROMO65364,2022-09-12,2022-09-30,Nestlé,Dairy,Nido,Nido 900g,Discount,30,SMS,"Najran, Hail"
PROMO56375,2022-09-13,2022-09-24,Nestlé,Beverages,Milo,Milo 400g,Bundle,27,"Social Media, Newspaper","Riyadh, Asir, Madinah"
PROMO77584,2022-09-14,2022-10-05,Almarai,Dairy,Almarai,Almarai Milk 1L,Free Gift,38,In-Store,Al Bahah
PROMO41723,2022-09-14,2022-09-24,Unilever,Personal Care,Dove,Dove Soap 90g,BOGO,15,"Radio, Newspaper, In-Store","Eastern Province, Al Bahah"
PROMO73858,2022-09-14,2022-09-29,Almarai,Juices,Almarai,Almarai Mango 1.5L,Free Gift,0,"In-Store, Influencers, Newspaper","Madinah, Eastern Province, Tabuk"
PROMO37924,2022-09-17,2022-09-27,Almarai,Dairy,Lusine,Lusine Cheese 200g,Free Gift,0,"Radio, SMS",Hail
PROMO26819,2022-09-18,2022-10-11,Unilever,Food,Lipton,Lipton Yellow Label 100g,Discount,24,"In-Store, Social Media, Newspaper",Hail
PROMO54536,2022-09-18,2022-09-25,Unilever,Personal Care,Dove,Dove Soap 90g,Discount,38,"Newspaper, Social Media",Makkah
PROMO38625,2022-09-19,2022-10-08,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,Discount,27,"Social Media, SMS, Radio",Asir
PROMO84656,2022-09-20,2022-10-11,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,Discount,22,"TV, SMS, Influencers","Makkah, Jazan"
PROMO36764,2022-09-20,2022-10-14,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,Bundle,10,TV,"Northern Borders, Najran, Qassim"
PROMO36505,2022-09-20,2022-10-11,Nestlé,Confectionery,KitKat,KitKat 4-finger,BOGO,24,Influencers,"Najran, Eastern Province"
PROMO34338,2022-09-21,2022-10-08,Almarai,Dairy,Almarai,Almarai Milk 1L,Free Gift,33,"In-Store, Radio, Social Media",Qassim
PROMO50805,2022-09-24,2022-10-21,Unilever,Food,Knorr,Knorr Chicken Cubes,Free Gift,20,Radio,"Al Bahah, Jazan, Asir"
PROMO17050,2022-09-24,2022-10-13,Almarai,Juices,Almarai,Almarai Mango 1.5L,Discount,0,"Radio, Newspaper, Influencers","Madinah, Hail"
