Date,City,Location,Branch,Store Name,Category,Subcategory,Brand,Product,Units Sold,Sales,Expenses,OSA,Classification,Waste,Waste Reason,Lost from Waste,Salvageable
9/21/2024,Mecca,Al Awali,Branch A,Store A,Snacks,Chocolate,Brand D,Chocolat Waffer,95,1089.71238,839,0.935279796,SS,0,,0,0.00%
9/21/2024,Jeddah,Al Rawdah,Branch Z,Store Z,Bakery,Pastry,Brand F,Croissant Chocolat,372.8871726,7587.911024,5605.373772,0.795814606,MT,10,Wrong Store,194.1329004,0.00%
9/21/2024,Jeddah,Al Rawdah,Branch Z,Store Z,Snacks,Cookies,Brand I,Biscuits Chocolat,254.5710207,3645.130582,2784.93376,0.527177924,MT,0,,0,0.00%
9/22/2024,Medina,Al Madinah,Branch C,Store C,Dairy,Cheese,Brand A,Gouda Cheese,152,1815.78672,1146,0.792866041,SS,0,,0,0.00%
9/22/2024,Riyadh,Olaya,Branch G,Store G,Frozen Foods,Frozen Meat,Brand G,Chicken Tender,139,3746.80992,2422,0.725511612,WS,0,,0,0.00%
9/22/2024,Mecca,Al Awali,Branch K,Store K,Dairy,Yogurt,Brand D,Yogurt Cup Flavored,51,517.64484,313,0.095863758,WS,0,,0,0.00%
9/23/2024,Dammam,Al Shati,Branch X,Store X,Beverages,Water,Brand F,Mineral Water 1L,127.7880896,4293.971611,3007.391892,0.219516537,WS,0,,0,0.00%
9/23/2024,Medina,Al Madinah,Branch A,Store A,Bakery,Pastry,Brand E,Muffin Chocolate,24,637.59334,385,0.306500662,SS,0,,0,0.00%
9/23/2024,Mecca,Al Aziziyah,Branch L,Store L,Beverages,Water,Brand F,Mineral Water 500ml,572.4232798,16134.38202,5349.487082,0.757794142,WS,0,,0,0.00%
9/23/2024,Medina,Al Qiblatayn,Branch X,Store X,Bakery,Pastry,Brand A,Croissant Zaatar,134,602.6485,429,0.788394075,WS,0,,0,0.00%
9/23/2024,Medina,Al Madinah,Branch I,Store I,Bakery,Pastry,Brand I,Muffin Plain,183.2021105,5127.39326,3974.505177,0.389124421,MT,0,,0,0.00%
9/23/2024,Jeddah,Al Rawdah,Branch T,Store T,Frozen Foods,Ready Meals,Brand D,Frozen Kebbeh,141,5131.93898,3651,0.14223097,WS,0,,0,0.00%
9/23/2024,Jeddah,Al Andalus,Branch X,Store X,Snacks,Chips,Brand D,Potato Chips Salts,100,802.02766,518,0.935122894,WS,0,,0,0.00%
9/23/2024,Dammam,Al Shati,Branch W,Store W,Bakery,Pastry,Brand A,Muffin Plain,77,2082.91396,1492,0.526535353,MT,0,,0,0.00%
9/23/2024,Riyadh,Al Nakheel,Branch A,Store A,Frozen Foods,Ready Meals,Brand J,Frozen Pizza Vegetarian,95.24248172,4521.536798,2426.784942,0.289464466,SS,0,,0,0.00%
9/24/2024,Jeddah,Al Hamra,Branch E,Store E,Bakery,Pastry,Brand J,Muffin Chocolate,319.7433611,6351.445533,2657.892925,0.643627543,DS,0,,0,0.00%
9/24/2024,Medina,Al Madinah,Branch R,Store R,Beverages,Soft Drinks,Brand G,Seven Up Can 330ml,13,197.90256,130,0.539151078,DS,0,,0,0.00%
9/24/2024,Riyadh,Olaya,Branch E,Store E,Bakery,Bread,Brand C,Brown Bread,71.54850974,3807.255341,1838.917244,0.665022752,DS,0,,0,0.00%
9/24/2024,Riyadh,Olaya,Branch W,Store W,Frozen Foods,Desserts,Brand J,Ice Cream Vanilla,48.44930296,459.8249905,258.8160751,0.594886796,MT,0,,0,0.00%
9/24/2024,Medina,Al Qiblatayn,Branch X,Store X,Bakery,Pastry,Brand B,Muffin Plain,146,4449.07016,3385,0.973086388,WS,16,Product Expired,487.6494942,0.00%
9/24/2024,Mecca,Al Aziziyah,Branch H,Store H,Dairy,Yogurt,Brand E,Yogurt Cup Plain,110,3604.4144,2259,0.774843569,DS,0,,0,0.00%
9/24/2024,Riyadh,Olaya,Branch O,Store O,Bakery,Pastry,Brand I,Croissant Zaatar,117.727238,3196.21871,3353.353922,0.178268564,DS,0,,0,0.00%
9/25/2024,Medina,Al Qiblatayn,Branch G,Store G,Frozen Foods,Frozen Meat,Brand I,Chicken Tender,284.0687706,1960.770099,886.6253486,0.952592642,WS,0,,0,0.00%
9/25/2024,Riyadh,Al Malaz,Branch U,Store U,Dairy,Cheese,Brand I,Gouda Cheese,39.71307193,397.4387343,283.8043883,0.679958637,WS,0,,0,0.00%
9/25/2024,Dammam,Al Khobar,Branch P,Store P,Snacks,Cookies,Brand E,Biscuits Chocolat,149,4981.857,3092,0.901544332,WS,0,,0,0.00%
9/25/2024,Medina,Al Madinah,Branch X,Store X,Dairy,Cheese,Brand H,Cheddar Cheese,93,2319.4155,1709,0.416111749,WS,0,,0,0.00%
9/25/2024,Medina,Al Qiblatayn,Branch E,Store E,Bakery,Pastry,Brand E,Muffin Plain,109,1632.2691,1082,0.240354838,DS,0,,0,0.00%
9/25/2024,Dammam,Al Khobar,Branch X,Store X,Frozen Foods,Desserts,Brand B,Ice Cream Strawberry,34,995.8128,721,0.011912094,WS,0,,0,0.00%
9/25/2024,Medina,Al Qiblatayn,Branch E,Store E,Beverages,Soft Drinks,Brand G,Pepsi Can 330ml,92,3556.2471,2757,0.83035391,DS,0,,0,0.00%
9/25/2024,Medina,Al Qiblatayn,Branch X,Store X,Frozen Foods,Ready Meals,Brand C,Frozen Pizza Vegetarian,86.12876211,407.429338,311.5382383,0.299709285,WS,0,,0,0.00%
9/25/2024,Dammam,Al Khobar,Branch D,Store D,Dairy,Milk,Brand I,Skimmed Milk 1L,102.7139905,668.2718977,337.6026862,0.809161423,SS,0,,0,0.00%
9/25/2024,Jeddah,Al Hamra,Branch F,Store F,Beverages,Water,Brand A,Mineral Water 500ml,69,2253.2556,1749,0.56903612,MT,0,,0,0.00%
9/25/2024,Medina,Al Madinah,Branch O,Store O,Snacks,Cookies,Brand E,Biscuits Chocolat,80,2762.448,1731,0.037815935,DS,0,,0,0.00%
9/25/2024,Medina,Al Madinah,Branch N,Store N,Beverages,Water,Brand E,Mineral Water 500ml,97,3530.1126,2224,0.949173197,MT,0,,0,0.00%
9/25/2024,Jeddah,Al Hamra,Branch S,Store S,Snacks,Chocolate,Brand D,Chocolat with Nuts,76,1057.1106,772,0.518164273,SS,0,,0,0.00%
9/25/2024,Jeddah,Al Rawdah,Branch W,Store W,Frozen Foods,Desserts,Brand C,Ice Cream Strawberry,110.2550177,4264.410442,2806.116797,0.014772389,MT,0,,0,0.00%
9/25/2024,Mecca,Al Aziziyah,Branch X,Store X,Beverages,Water,Brand J,Mineral Water 500ml,24.94787102,329.5089685,201.9025542,0.095664095,WS,0,,0,0.00%
9/26/2024,Jeddah,Al Andalus,Branch Q,Store Q,Dairy,Milk,Brand F,Skimmed Milk 1L,25.59391391,818.0096575,781.1058465,0.346740354,DS,1,Damaged Item,31.62428571,33.02%
9/26/2024,Medina,Al Madinah,Branch Z,Store Z,Bakery,Pastry,Brand H,Croissant Chocolat,162,5075.9852,3351,0.615973977,MT,0,,0,0.00%
9/26/2024,Riyadh,Olaya,Branch I,Store I,Dairy,Yogurt,Brand D,Yogurt Cup Flavored,51,806.01664,638,0.067320625,MT,0,,0,0.00%
9/26/2024,Riyadh,Olaya,Branch Z,Store Z,Frozen Foods,Ready Meals,Brand I,Frozen Pizza Cheese,171.9400765,5558.524319,4759.170064,0.318436332,MT,0,,0,0.00%
9/26/2024,Jeddah,Al Hamra,Branch X,Store X,Beverages,Juice,Brand D,Carrot Juice 1L,39,620.27108,382,0.395760494,WS,0,,0,0.00%
9/26/2024,Mecca,Al Aziziyah,Branch V,Store V,Snacks,Cookies,Brand C,Biscuits Strawberry,142.6729418,3743.836916,2318.274103,0.83463246,SS,0,,0,0.00%
9/26/2024,Riyadh,Al Malaz,Branch P,Store P,Dairy,Yogurt,Brand A,Yogurt Cup Flavored,123,1285.38696,909,0.586331081,WS,0,,0,0.00%
9/27/2024,Riyadh,Al Nakheel,Branch Q,Store Q,Snacks,Chocolate,Brand A,Chocolat Waffer,106,2208.71756,1736,0.329662281,DS,0,,0,0.00%
9/27/2024,Medina,Al Qiblatayn,Branch L,Store L,Beverages,Soft Drinks,Brand C,Pepsi Can 330ml,166.4750431,1886.157994,2953.623511,0.850274916,WS,0,,0,0.00%
9/27/2024,Riyadh,Al Malaz,Branch U,Store U,Dairy,Yogurt,Brand C,Yogurt Cup Flavored,412.6467425,1784.282985,2370.808109,0.971420899,WS,0,,0,0.00%
9/27/2024,Medina,Al Madinah,Branch V,Store V,Frozen Foods,Ready Meals,Brand H,Frozen Kebbeh,31,599.77834,427,0.479665805,SS,0,,0,0.00%
9/28/2024,Medina,Al Madinah,Branch S,Store S,Beverages,Water,Brand H,Water Gallon 5L,13,459.60192,312,0.779517149,SS,0,,0,0.00%
9/28/2024,Dammam,Al Faisaliyah,Branch W,Store W,Beverages,Juice,Brand I,Orange Juice 1L,69.14087244,787.8915213,533.9107005,0.520565681,MT,0,,0,0.00%
9/28/2024,Riyadh,Olaya,Branch D,Store D,Frozen Foods,Ready Meals,Brand D,Frozen Kebbeh,54,108.40896,76,0.905139493,SS,0,,0,0.00%
9/28/2024,Jeddah,Al Hamra,Branch X,Store X,Frozen Foods,Frozen Meat,Brand G,Chicken Tender,124,1116.97344,809,0.682342087,WS,0,,0,0.00%
9/28/2024,Dammam,Al Khobar,Branch I,Store I,Snacks,Chips,Brand E,Potato Chips Salts,131,306.25344,232,0.366621014,MT,0,,0,0.00%
9/28/2024,Mecca,Al Aziziyah,Branch B,Store B,Beverages,Soft Drinks,Brand B,Mirinda Can 330ml,121,884.67264,633,0.577528057,DS,0,,0,0.00%
9/28/2024,Jeddah,Al Rawdah,Branch F,Store F,Frozen Foods,Ready Meals,Brand J,Frozen Pizza Cheese,184.8469877,2936.028353,1181.104779,0.724199779,MT,0,,0,0.00%
9/28/2024,Jeddah,Al Rawdah,Branch V,Store V,Bakery,Bread,Brand H,White Bread,156,469.90656,330,0.625042324,SS,0,,0,0.00%
9/28/2024,Jeddah,Al Hamra,Branch P,Store P,Bakery,Pastry,Brand A,Muffin Plain,87,1021.78368,705,0.124773041,WS,0,,0,0.00%
9/28/2024,Dammam,Al Shati,Branch O,Store O,Frozen Foods,Frozen Meat,Brand E,Chicken Nuggets,15,53.90208,42,0.201017678,DS,0,,0,0.00%
9/28/2024,Mecca,Al Awali,Branch Z,Store Z,Dairy,Milk,Brand A,Full Fat Milk 1L,66,2427.16608,1572,0.109289186,MT,0,,0,0.00%
9/28/2024,Medina,Al Madinah,Branch F,Store F,Beverages,Soft Drinks,Brand G,Pepsi Can 330ml,80,1438.51392,1006,0.101695057,MT,0,,0,0.00%
9/28/2024,Riyadh,Al Malaz,Branch C,Store C,Frozen Foods,Ready Meals,Brand F,Frozen Kebbeh,368.8969536,6004.704121,4879.580772,0.600022659,SS,0,,0,0.00%
9/29/2024,Jeddah,Al Rawdah,Branch R,Store R,Dairy,Milk,Brand E,Full Fat Milk 1L,18,419.0211,286,0.037934423,DS,0,,0,0.00%
9/29/2024,Medina,Al Madinah,Branch T,Store T,Snacks,Cookies,Brand G,Biscuits Strawberry,49,738.93254,450,0.323065378,WS,0,,0,0.00%
9/29/2024,Medina,Al Qiblatayn,Branch I,Store I,Frozen Foods,Ready Meals,Brand I,Frozen Pizza Vegetarian,212.5700074,6507.515668,4068.263578,0.862275965,MT,0,,0,0.00%
9/29/2024,Riyadh,Al Nakheel,Branch M,Store M,Bakery,Pastry,Brand G,Croissant Zaatar,70,803.31018,505,0.734949041,SS,15,Incorrect Labeling,172.2904959,48.19%
9/29/2024,Riyadh,Al Nakheel,Branch B,Store B,Frozen Foods,Frozen Meat,Brand A,Hamburger,155,607.36818,413,0.986591088,DS,0,,0,0.00%
9/29/2024,Dammam,Al Faisaliyah,Branch U,Store U,Bakery,Bread,Brand C,White Bread,212.3822203,4227.12716,2083.343749,0.157547287,WS,0,,0,0.00%
9/29/2024,Mecca,Al Awali,Branch Y,Store Y,Dairy,Cheese,Brand C,Cheddar Cheese,224.3397783,1655.048501,2883.500141,0.517685499,MT,0,,0,0.00%
9/29/2024,Riyadh,Olaya,Branch C,Store C,Snacks,Chips,Brand A,Potato Chips Ketchup,14,367.54442,280,0.413235029,SS,0,,0,0.00%
9/29/2024,Jeddah,Al Andalus,Branch G,Store G,Beverages,Juice,Brand H,Orange Juice 1L,122,3738.32482,2387,0.485327139,WS,0,,0,0.00%
9/29/2024,Mecca,Al Awali,Branch H,Store H,Bakery,Pastry,Brand F,Muffin Plain,93.5447617,847.6273806,751.8708222,0.855620312,DS,17,Wrong Store,158.4548544,0.00%
9/30/2024,Jeddah,Al Andalus,Branch P,Store P,Snacks,Chocolate,Brand G,Chocolat with Nuts,118,2615.0576,1833,0.145954837,WS,0,,0,0.00%
9/30/2024,Mecca,Al Aziziyah,Branch V,Store V,Bakery,Bread,Brand B,White Bread,150,5842.949,4615,0.956486462,SS,20,Damaged Item,780.9341085,22.88%
9/30/2024,Riyadh,Al Malaz,Branch M,Store M,Beverages,Soft Drinks,Brand F,Pepsi Can 330ml,280.1507236,6443.955312,3526.441892,0.595591427,SS,0,,0,0.00%
9/30/2024,Medina,Al Madinah,Branch L,Store L,Snacks,Cookies,Brand G,Biscuits Strawberry,28,256.2672,173,0.996593118,WS,0,,0,0.00%
9/30/2024,Jeddah,Al Rawdah,Branch N,Store N,Beverages,Soft Drinks,Brand G,Pepsi Can 330ml,61,1525.632,1208,0.210941848,MT,0,,0,0.00%
9/30/2024,Mecca,Al Awali,Branch J,Store J,Beverages,Juice,Brand E,Apple Juice 1L,74,367.2154,279,0.266458345,MT,9,Packaging Defect,44.86748031,3.98%
9/30/2024,Jeddah,Al Rawdah,Branch D,Store D,Bakery,Bread,Brand B,Brown Bread,126,3431.2452,2087,0.960712981,SS,34,Packaging Defect,931.2127778,22.56%
9/30/2024,Mecca,Al Awali,Branch V,Store V,Frozen Foods,Frozen Meat,Brand J,Chicken Tender,394.5416688,5250.852315,3969.002313,0.229046214,SS,0,,0,0.00%
9/30/2024,Jeddah,Al Hamra,Branch E,Store E,Beverages,Juice,Brand C,Carrot Juice 1L,276.0992199,1889.825365,1523.034188,0.346088746,DS,0,,0,0.00%
9/30/2024,Medina,Al Qiblatayn,Branch X,Store X,Snacks,Cookies,Brand J,Biscuits Vanilla,341.9468069,10063.38044,5747.327059,0.500543884,WS,0,,0,0.00%
10/1/2024,Jeddah,Al Hamra,Branch E,Store E,Bakery,Pastry,Brand D,Croissant Chocolat,140,5047.33098,3384,0.465766298,DS,0,,0,0.00%
10/1/2024,Medina,Al Madinah,Branch U,Store U,Dairy,Yogurt,Brand I,Yogurt Cup Plain,285.5073108,14244.06333,6524.638841,0.050368347,WS,0,,0,0.00%
10/1/2024,Jeddah,Al Rawdah,Branch L,Store L,Beverages,Juice,Brand G,Orange Juice 1L,173,4467.62406,2805,0.333466695,WS,7,Packaging Defect,180.9236027,71.90%
10/1/2024,Riyadh,Al Nakheel,Branch L,Store L,Bakery,Bread,Brand F,Whole Bread,153.5447602,5059.428058,5220.12434,0.521813948,WS,21,Product Expired,665.05425,0.00%
10/1/2024,Riyadh,Al Nakheel,Branch Q,Store Q,Bakery,Pastry,Brand I,Muffin Plain,185.2329232,2531.201044,1317.811569,0.279015292,DS,0,,0,0.00%
10/1/2024,Jeddah,Al Hamra,Branch K,Store K,Beverages,Water,Brand B,Mineral Water 500ml,126,1874.7384,1309,0.28095795,WS,0,,0,0.00%
10/1/2024,Mecca,Al Aziziyah,Branch W,Store W,Bakery,Pastry,Brand H,Croissant Chocolat,137,4488.16284,3213,0.790032692,MT,0,,0,0.00%
10/2/2024,Dammam,Al Shati,Branch X,Store X,Beverages,Soft Drinks,Brand H,Pepsi Can 330ml,138,4887.2916,3217,0.897774453,WS,0,,0,0.00%
10/2/2024,Dammam,Al Shati,Branch E,Store E,Snacks,Cookies,Brand B,Biscuits Chocolat,120,3667.15792,2662,0.846292527,DS,0,,0,0.00%
10/2/2024,Riyadh,Al Nakheel,Branch L,Store L,Bakery,Pastry,Brand G,Muffin Chocolate,140,5281.17624,3214,0.86765822,WS,5,Spoiled Product,189.1864017,0.00%
10/2/2024,Mecca,Al Aziziyah,Branch E,Store E,Snacks,Chocolate,Brand B,Chocolat with Nuts,144,3055.4296,2345,0.087816716,DS,0,,0,0.00%
10/2/2024,Riyadh,Al Malaz,Branch O,Store O,Bakery,Pastry,Brand G,Muffin Plain,155,1015.1088,759,0.287137648,DS,2,Product Expired,13.16818182,0.00%
10/3/2024,Jeddah,Al Andalus,Branch W,Store W,Bakery,Bread,Brand C,White Bread,76.70572143,1317.66775,864.0939566,0.81346893,MT,0,,0,0.00%
10/3/2024,Medina,Al Madinah,Branch G,Store G,Snacks,Cookies,Brand C,Biscuits Vanilla,327.2377429,8932.328022,5714.72857,0.496545645,WS,0,,0,0.00%
10/3/2024,Riyadh,Al Nakheel,Branch J,Store J,Dairy,Milk,Brand E,Skimmed Milk 1L,48,1357.22874,884,0.667575563,MT,0,,0,0.00%
10/3/2024,Mecca,Al Awali,Branch R,Store R,Bakery,Pastry,Brand I,Croissant Chocolat,171.8290826,2705.46032,2399.241415,0.037514014,DS,0,,0,0.00%
10/3/2024,Medina,Al Qiblatayn,Branch Z,Store Z,Snacks,Chocolate,Brand J,Chocolat Waffer,172.8932479,2731.053896,3248.487113,0.694627286,MT,0,,0,0.00%
10/4/2024,Mecca,Al Aziziyah,Branch S,Store S,Snacks,Chocolate,Brand D,Chocolat Waffer,79,1155.81984,735,0.732926222,SS,0,,0,0.00%
10/4/2024,Mecca,Al Awali,Branch V,Store V,Bakery,Pastry,Brand B,Muffin Chocolate,153,2969.64696,1884,0.498917643,SS,27,Product Expired,526.4916602,0.00%
10/4/2024,Riyadh,Olaya,Branch S,Store S,Beverages,Water,Brand I,Mineral Water 500ml,40.30786324,443.0703123,537.5979703,0.460381587,SS,0,,0,0.00%
10/4/2024,Dammam,Al Shati,Branch M,Store M,Bakery,Pastry,Brand C,Croissant Zaatar,322.8078495,1148.023363,759.1167931,0.822024696,SS,0,,0,0.00%
10/5/2024,Mecca,Al Aziziyah,Branch O,Store O,Frozen Foods,Ready Meals,Brand E,Frozen Pizza Cheese,126,2119.1325,1441,0.615559967,DS,0,,0,0.00%
10/5/2024,Jeddah,Al Hamra,Branch O,Store O,Frozen Foods,Frozen Meat,Brand D,Chicken Tender,46,300.5932,182,0.900048918,DS,0,,0,0.00%
10/5/2024,Riyadh,Al Nakheel,Branch Q,Store Q,Snacks,Chips,Brand D,Potato Chips Salts,94,3423.1446,2159,0.649427383,DS,0,,0,0.00%
10/5/2024,Jeddah,Al Hamra,Branch X,Store X,Bakery,Pastry,Brand B,Croissant Chocolat,32,721.747,446,0.024205154,WS,2,Packaging Defect,45.30740741,51.76%
10/5/2024,Riyadh,Olaya,Branch O,Store O,Snacks,Chips,Brand E,Potato Chips Vinegar,146,2608.272,1720,0.387722564,DS,0,,0,0.00%
10/5/2024,Dammam,Al Faisaliyah,Branch J,Store J,Beverages,Water,Brand B,Mineral Water 1L,95,3472.3506,2178,0.470095963,MT,0,,0,0.00%
10/6/2024,Mecca,Al Aziziyah,Branch D,Store D,Snacks,Cookies,Brand H,Biscuits Chocolat,31,969.4888,744,0.160114846,SS,0,,0,0.00%
10/6/2024,Mecca,Al Aziziyah,Branch E,Store E,Bakery,Pastry,Brand F,Croissant Zaatar,343.9199558,8212.765628,5254.21987,0.506087935,DS,28,Damaged Item,868.6133333,30.55%
10/6/2024,Jeddah,Al Andalus,Branch Y,Store Y,Frozen Foods,Desserts,Brand I,Ice Cream Chocolat,357.7332043,7121.177193,3046.925667,0.691555655,MT,0,,0,0.00%
10/7/2024,Jeddah,Al Andalus,Branch J,Store J,Bakery,Bread,Brand A,White Bread,100,2270.61252,1398,0.03504806,MT,0,,0,0.00%
10/7/2024,Mecca,Al Aziziyah,Branch R,Store R,Frozen Foods,Ready Meals,Brand B,Frozen Pizza Vegetarian,50,822.20292,592,0.400080463,DS,0,,0,0.00%
10/7/2024,Riyadh,Olaya,Branch K,Store K,Bakery,Pastry,Brand H,Muffin Plain,147,3635.96904,2671,0.761133572,WS,0,,0,0.00%
10/7/2024,Jeddah,Al Rawdah,Branch Q,Store Q,Beverages,Water,Brand J,Mineral Water 500ml,259.0326441,2955.117473,1237.931222,0.191593642,DS,0,,0,0.00%
10/7/2024,Mecca,Al Awali,Branch U,Store U,Frozen Foods,Desserts,Brand H,Ice Cream Chocolat,132,2760.23484,1977,0.818296122,WS,0,,0,0.00%
10/7/2024,Mecca,Al Aziziyah,Branch O,Store O,Snacks,Chocolate,Brand G,Chocolat Waffer,82,2485.86624,1740,0.589604574,DS,0,,0,0.00%
10/7/2024,Riyadh,Al Nakheel,Branch J,Store J,Beverages,Soft Drinks,Brand E,Pepsi Can 330ml,121,3814.66206,2894,0.675355164,MT,0,,0,0.00%
10/7/2024,Medina,Al Madinah,Branch D,Store D,Bakery,Bread,Brand B,White Bread,101,2789.99424,1803,0.376232575,SS,21,Packaging Defect,583.6459172,47.12%
10/7/2024,Medina,Al Qiblatayn,Branch N,Store N,Beverages,Juice,Brand B,Orange Juice 1L,70,1022.32746,787,0.480588364,MT,0,,0,0.00%
10/7/2024,Jeddah,Al Rawdah,Branch T,Store T,Snacks,Chips,Brand G,Potato Chips Ketchup,36,946.0044,740,0.823296376,WS,0,,0,0.00%
10/7/2024,Riyadh,Al Nakheel,Branch D,Store D,Bakery,Pastry,Brand A,Muffin Chocolate,174,6736.91634,4478,0.708342875,SS,0,,0,0.00%
10/7/2024,Jeddah,Al Andalus,Branch Z,Store Z,Beverages,Soft Drinks,Brand G,Pepsi Can 330ml,12,392.53302,309,0.17798166,MT,0,,0,0.00%
10/8/2024,Dammam,Al Faisaliyah,Branch J,Store J,Bakery,Bread,Brand D,White Bread,27,961.87248,727,0.816088272,MT,0,,0,0.00%
10/8/2024,Riyadh,Al Nakheel,Branch B,Store B,Beverages,Soft Drinks,Brand I,Mirinda Can 330ml,346.4225474,1949.246284,2529.545775,0.636682372,DS,0,,0,0.00%
10/8/2024,Mecca,Al Awali,Branch R,Store R,Dairy,Milk,Brand D,Skimmed Milk 1L,105,4192.57392,2898,0.776873182,DS,0,,0,0.00%
10/8/2024,Mecca,Al Aziziyah,Branch I,Store I,Frozen Foods,Frozen Meat,Brand F,Chicken Nuggets,244.3372209,13881.74492,3894.121848,0.409767972,MT,0,,0,0.00%
10/8/2024,Dammam,Al Faisaliyah,Branch C,Store C,Beverages,Water,Brand I,Mineral Water 500ml,170.7493776,3604.690494,2391.331075,0.963942163,SS,0,,0,0.00%
10/8/2024,Mecca,Al Aziziyah,Branch S,Store S,Beverages,Water,Brand E,Mineral Water 1L,178,4406.38296,3316,0.57288276,SS,0,,0,0.00%
10/9/2024,Jeddah,Al Andalus,Branch T,Store T,Bakery,Pastry,Brand E,Muffin Plain,154,2749.50832,1881,0.646336828,WS,0,,0,0.00%
10/9/2024,Dammam,Al Faisaliyah,Branch H,Store H,Bakery,Pastry,Brand G,Croissant Cheese,99,3898.05104,2861,0.59411537,DS,1,Spoiled Product,39.74682927,0.00%
10/9/2024,Dammam,Al Shati,Branch W,Store W,Frozen Foods,Ready Meals,Brand A,Frozen Kebbeh,135,1989.85696,1304,0.464222211,MT,0,,0,0.00%
10/9/2024,Dammam,Al Khobar,Branch M,Store M,Dairy,Milk,Brand I,Skimmed Milk 1L,173.6074283,2465.418334,2259.484425,0.088260684,SS,0,,0,0.00%
10/9/2024,Riyadh,Olaya,Branch N,Store N,Frozen Foods,Desserts,Brand D,Ice Cream Chocolat,80,2828.07954,2017,0.972521327,MT,0,,0,0.00%
10/9/2024,Medina,Al Qiblatayn,Branch R,Store R,Bakery,Bread,Brand I,White Bread,182.5834131,2448.360364,1657.274835,0.193247808,DS,0,,0,0.00%
10/9/2024,Medina,Al Madinah,Branch M,Store M,Beverages,Water,Brand F,Water Gallon 5L,234.1800654,3383.272164,2310.665432,0.183677796,SS,0,,0,0.00%
10/9/2024,Dammam,Al Shati,Branch W,Store W,Snacks,Chips,Brand C,Potato Chips Ketchup,247.0556522,11725.92489,6728.06461,0.643035189,MT,0,,0,0.00%
10/10/2024,Riyadh,Olaya,Branch F,Store F,Beverages,Juice,Brand A,Orange Juice 1L,96,639.42,385,0.557258626,MT,22,Damaged Item,147.4553459,2.39%
10/10/2024,Jeddah,Al Rawdah,Branch N,Store N,Dairy,Cheese,Brand A,Gouda Cheese,42,1033.71,676,0.536612475,MT,0,,0,0.00%
10/10/2024,Jeddah,Al Hamra,Branch I,Store I,Frozen Foods,Frozen Meat,Brand I,Chicken Tender,319.9214491,19809.64341,12092.76006,0.694929958,MT,0,,0,0.00%
10/10/2024,Jeddah,Al Rawdah,Branch N,Store N,Beverages,Juice,Brand I,Carrot Juice 1L,439.0692355,6104.154472,4316.586211,0.957399655,MT,0,,0,0.00%
10/10/2024,Mecca,Al Awali,Branch R,Store R,Snacks,Cookies,Brand E,Biscuits Chocolat,71,1409.862,1121,0.491365501,DS,0,,0,0.00%
10/10/2024,Mecca,Al Aziziyah,Branch S,Store S,Beverages,Water,Brand J,Mineral Water 500ml,344.9908746,12567.39659,16233.23946,0.140828812,SS,0,,0,0.00%
10/10/2024,Jeddah,Al Hamra,Branch I,Store I,Beverages,Juice,Brand F,Orange Juice 1L,115.2763101,357.559739,501.8867133,0.755731111,MT,0,,0,0.00%
10/10/2024,Medina,Al Qiblatayn,Branch M,Store M,Beverages,Juice,Brand B,Orange Juice 1L,84,1177.488,930,0.728690599,SS,0,,0,0.00%
10/10/2024,Medina,Al Madinah,Branch B,Store B,Beverages,Water,Brand E,Mineral Water 500ml,130,1839.366,1223,0.382431507,DS,0,,0,0.00%
10/11/2024,Mecca,Al Aziziyah,Branch R,Store R,Beverages,Soft Drinks,Brand A,Pepsi Can 330ml,175,1912.08444,1224,0.731948817,DS,0,,0,0.00%
10/11/2024,Jeddah,Al Hamra,Branch F,Store F,Beverages,Soft Drinks,Brand F,Pepsi Can 330ml,308.15524,10239.87669,7881.686622,0.181976861,MT,0,,0,0.00%
10/11/2024,Jeddah,Al Andalus,Branch H,Store H,Beverages,Soft Drinks,Brand J,Mirinda Can 330ml,156.2864097,1357.251419,1254.482909,0.218079505,DS,0,,0,0.00%
10/11/2024,Medina,Al Qiblatayn,Branch E,Store E,Bakery,Pastry,Brand E,Croissant Cheese,159,6111.1127,3986,0.102868054,DS,0,,0,0.00%
10/11/2024,Riyadh,Al Malaz,Branch B,Store B,Frozen Foods,Desserts,Brand G,Ice Cream Vanilla,166,436.20318,328,0.438390486,DS,0,,0,0.00%
10/11/2024,Medina,Al Qiblatayn,Branch D,Store D,Bakery,Pastry,Brand C,Croissant Chocolat,251.5114027,6284.781649,3674.711596,0.92724901,SS,0,,0,0.00%
10/11/2024,Jeddah,Al Andalus,Branch T,Store T,Dairy,Milk,Brand C,Skimmed Milk 1L,115.5586379,2355.064012,3138.408864,0.040672232,WS,0,,0,0.00%
10/11/2024,Jeddah,Al Andalus,Branch O,Store O,Snacks,Chips,Brand F,Potato Chips Salts,116.7100452,3136.015321,1395.913589,0.646377532,DS,0,,0,0.00%
10/11/2024,Jeddah,Al Andalus,Branch E,Store E,Beverages,Juice,Brand J,Apple Juice 1L,234.5128997,3761.232672,3525.18049,0.440178417,DS,0,,0,0.00%
10/11/2024,Mecca,Al Awali,Branch Q,Store Q,Snacks,Chocolate,Brand I,Chocolat Waffer,375.3833824,2337.358492,1482.148701,0.911742745,DS,0,,0,0.00%
10/11/2024,Dammam,Al Khobar,Branch P,Store P,Snacks,Chips,Brand I,Potato Chips Vinegar,221.0176125,9313.093743,3471.978958,0.514740129,WS,0,,0,0.00%
